ApprovalID,ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApprovalDate,ApprovalStatus,ApprovedAmount,CreditLimit
936,936,936,89579,48,HN1,South,2024-06-04,Approved,378441782,378441782
938,938,938,97886,12,HN1,Central,2024-01-16,Approved,222318515,222318515
939,939,939,10117,11,HN1,South,2024-05-13,Approved,294283875,294283875
942,942,942,63441,18,HCM2,Central,2024-11-28,Approved,449277033,449277033
943,943,943,10846,19,HCM2,Central,2024-06-04,Approved,310428141,310428141
946,946,946,56514,18,HCM2,Central,2024-12-14,Approved,325541156,325541156
948,948,948,16469,6,HCM1,North,2024-09-03,Approved,315271003,315271003
957,957,957,88477,2,CT1,South,2024-02-15,Approved,216061392,216061392
959,959,959,11828,8,HCM2,South,2024-10-13,Approved,58108045,58108045
960,960,960,11917,13,DN1,Central,2024-04-09,Approved,369791715,369791715
962,962,962,42254,8,HN1,North,2024-04-25,Approved,231323272,231323272
963,963,963,57362,30,CT1,South,2024-03-03,Approved,103162260,103162260
964,964,964,30128,32,HCM1,Central,2024-07-12,Approved,187842699,187842699
968,968,968,97958,1,HCM1,Central,2024-11-16,Approved,104455663,104455663
969,969,969,19865,43,DN1,North,2024-05-11,Approved,311372913,311372913
970,970,970,12219,39,HCM1,Central,2024-02-28,Approved,223340628,223340628
972,972,972,15287,20,HCM2,Central,2024-12-10,Approved,235815447,235815447
977,977,977,29216,44,DN1,Central,2024-12-06,Approved,118177690,118177690
980,980,980,46258,10,HCM1,Central,2024-03-23,Approved,136573670,136573670
981,981,981,52078,36,CT1,Central,2024-03-14,Approved,148368900,148368900
982,982,982,93524,37,DN1,North,2024-12-13,Approved,90900267,90900267
984,984,984,10235,28,CT1,Central,2024-04-12,Approved,332538818,332538818
985,985,985,52929,42,CT1,South,2024-06-25,Approved,258908876,258908876
987,987,987,18567,21,DN1,South,2024-06-08,Approved,318827024,318827024
990,990,990,94555,40,CT1,Central,2024-11-18,Approved,33458035,33458035
991,991,991,83698,2,HCM2,South,2024-02-08,Approved,493883515,493883515
993,993,993,46159,48,HCM1,North,2024-03-26,Approved,388229432,388229432
994,994,994,53925,27,CT1,South,2024-02-19,Approved,186041577,186041577
995,995,995,15951,22,HCM1,North,2024-04-18,Approved,351410956,351410956
997,997,997,18007,27,DN1,Central,2024-03-09,Approved,120398607,120398607
999,999,999,68596,3,HCM2,North,2024-07-05,Approved,288483463,288483463
1006,1006,1006,10077,27,HCM2,Central,2024-08-18,Approved,350662654,350662654
1008,1008,1008,26984,1,HN1,Central,2024-08-18,Approved,136611473,136611473
1015,1015,1015,39287,20,HCM2,South,2024-06-27,Approved,115878889,115878889
1016,1016,1016,49711,20,HN1,Central,2024-11-06,Approved,402913372,402913372
1019,1019,1019,82101,35,HCM2,South,2024-07-27,Approved,276571716,276571716
1023,1023,1023,19184,26,HCM1,South,2024-03-03,Approved,366322412,366322412
1024,1024,1024,29096,14,HCM2,South,2024-06-08,Approved,207820965,207820965
1027,1027,1027,21246,45,HCM1,North,2024-11-17,Approved,260604485,260604485
1029,1029,1029,28381,20,DN1,North,2024-05-16,Approved,283326520,283326520
1030,1030,1030,46455,27,DN1,South,2024-05-13,Approved,264159264,264159264
1032,1032,1032,21302,4,HN1,Central,2024-05-01,Approved,340993631,340993631
1033,1033,1033,77506,1,DN1,Central,2024-07-23,Approved,295540746,295540746
1039,1039,1039,66819,10,DN1,North,2024-07-30,Approved,82934587,82934587
1043,1043,1043,69379,5,HCM2,South,2024-06-27,Approved,439270345,439270345
1047,1047,1047,61356,34,DN1,South,2024-12-16,Approved,405841452,405841452
1049,1049,1049,76656,41,HN1,North,2024-05-06,Approved,356447189,356447189
1050,1050,1050,54028,29,HN1,South,2024-04-13,Approved,133879462,133879462
1054,1054,1054,12336,21,CT1,South,2024-11-17,Approved,73387833,73387833
1055,1055,1055,77779,35,HN1,South,2024-05-13,Approved,121620720,121620720
1059,1059,1059,53872,45,HCM1,South,2024-11-21,Approved,230230829,230230829
1061,1061,1061,65180,47,HN1,Central,2024-10-08,Approved,22171271,22171271
1063,1063,1063,39486,26,DN1,South,2024-11-05,Approved,454001048,454001048
1065,1065,1065,81895,5,HCM2,North,2024-06-22,Approved,181025704,181025704
1073,1073,1073,30609,45,HCM1,Central,2024-10-08,Approved,255717780,255717780
1075,1075,1075,49666,8,HCM1,South,2024-08-02,Approved,19523070,19523070
1076,1076,1076,85683,41,DN1,Central,2024-04-19,Approved,188804101,188804101
1077,1077,1077,81315,48,DN1,Central,2024-02-22,Approved,71469001,71469001
1082,1082,1082,65318,28,CT1,Central,2024-06-13,Approved,282353486,282353486
1083,1083,1083,10814,46,CT1,Central,2024-08-11,Approved,363752879,363752879
1084,1084,1084,86077,27,DN1,North,2024-05-17,Approved,326513759,326513759
1086,1086,1086,85993,15,CT1,South,2024-02-25,Approved,78288936,78288936
1088,1088,1088,83319,37,DN1,South,2024-04-23,Approved,37272305,37272305
1093,1093,1093,95451,27,DN1,South,2024-09-30,Approved,157634015,157634015
1097,1097,1097,74644,29,DN1,North,2024-01-27,Approved,364371199,364371199
1100,1100,1100,10126,42,DN1,South,2024-06-11,Approved,436453930,436453930
1101,1101,1101,62329,4,HN1,South,2024-06-28,Approved,46950699,46950699
1103,1103,1103,75310,34,HCM1,North,2024-12-07,Approved,80147329,80147329
1106,1106,1106,54327,23,DN1,Central,2024-10-26,Approved,120472332,120472332
1107,1107,1107,78904,45,CT1,North,2024-10-03,Approved,172312427,172312427
1111,1111,1111,44560,6,HN1,South,2024-07-03,Approved,229892363,229892363
1113,1113,1113,32116,10,DN1,Central,2024-05-16,Approved,85523619,85523619
1114,1114,1114,46244,40,HCM1,Central,2024-12-31,Approved,126137333,126137333
1115,1115,1115,11645,7,HCM2,North,2024-02-26,Approved,70463381,70463381
1117,1117,1117,29256,38,HCM2,North,2024-06-11,Approved,160193490,160193490
1120,1120,1120,49282,3,HCM1,North,2024-11-10,Approved,189523295,189523295
1122,1122,1122,78244,47,HN1,South,2024-05-02,Approved,98349885,98349885
1126,1126,1126,67545,38,HN1,North,2024-12-23,Approved,361298637,361298637
1127,1127,1127,49224,36,HCM2,South,2024-07-15,Approved,162128104,162128104
1128,1128,1128,23224,47,HN1,Central,2024-11-07,Approved,347531085,347531085
1131,1131,1131,73731,13,HCM1,North,2024-02-25,Approved,315246632,315246632
1134,1134,1134,18577,37,HN1,North,2024-05-01,Approved,245640097,245640097
1136,1136,1136,18666,48,HCM1,South,2024-07-25,Approved,207049379,207049379
1137,1137,1137,67761,27,HCM1,North,2024-06-08,Approved,231917966,231917966
1141,1141,1141,80507,36,HCM1,Central,2024-12-04,Approved,415571987,415571987
1142,1142,1142,89026,39,DN1,North,2024-03-19,Approved,34847174,34847174
1145,1145,1145,55765,21,CT1,Central,2024-10-31,Approved,268134786,268134786
1146,1146,1146,29956,21,HN1,South,2024-06-07,Approved,307386352,307386352
1150,1150,1150,14757,31,CT1,Central,2024-06-17,Approved,194880160,194880160
1151,1151,1151,29097,42,HN1,Central,2024-02-04,Approved,250889124,250889124
1153,1153,1153,26241,32,HN1,Central,2024-10-29,Approved,141484749,141484749
1157,1157,1157,29816,11,HN1,North,2024-09-14,Approved,370751228,370751228
1159,1159,1159,62853,10,HN1,South,2024-04-24,Approved,315689418,315689418
1165,1165,1165,85520,25,CT1,Central,2024-09-28,Approved,92350165,92350165
1172,1172,1172,12079,36,CT1,North,2024-10-31,Approved,268035301,268035301
1173,1173,1173,12717,17,CT1,South,2024-03-10,Approved,55420887,55420887
1179,1179,1179,99106,32,HN1,Central,2024-12-10,Approved,384397187,384397187
1184,1184,1184,58302,23,CT1,North,2024-10-09,Approved,119057572,119057572
1187,1187,1187,48000,34,HCM1,Central,2024-07-06,Approved,37081270,37081270
1190,1190,1190,48565,9,CT1,North,2024-11-19,Approved,152731429,152731429
1192,1192,1192,75155,6,DN1,South,2024-03-24,Approved,101497135,101497135
1194,1194,1194,62487,20,DN1,North,2024-12-05,Approved,348729333,348729333
1197,1197,1197,58770,49,HN1,North,2024-08-27,Approved,246466158,246466158
1198,1198,1198,88623,12,HN1,North,2024-05-17,Approved,53476608,53476608
1199,1199,1199,85629,48,HN1,North,2024-07-13,Approved,199993087,199993087
1200,1200,1200,62603,47,DN1,Central,2024-12-28,Approved,142388706,142388706
1206,1206,1206,65106,15,HCM1,Central,2024-09-04,Approved,32589766,32589766
1210,1210,1210,84055,4,HCM2,Central,2024-02-25,Approved,242119525,242119525
1211,1211,1211,66373,18,CT1,South,2024-01-28,Approved,51616773,51616773
1212,1212,1212,41480,49,DN1,Central,2024-09-25,Approved,284995554,284995554
1214,1214,1214,78836,43,DN1,North,2024-06-07,Approved,267873464,267873464
1216,1216,1216,49986,40,HCM1,North,2024-04-23,Approved,60035361,60035361
1217,1217,1217,34160,14,HCM1,Central,2024-12-23,Approved,126933575,126933575
1220,1220,1220,74929,34,CT1,North,2024-03-13,Approved,106145086,106145086
1222,1222,1222,44911,24,CT1,North,2024-05-29,Approved,120783136,120783136
1229,1229,1229,64771,19,DN1,Central,2024-09-30,Approved,293480106,293480106
1231,1231,1231,76358,5,HCM2,Central,2024-01-26,Approved,178723878,178723878
1232,1232,1232,27327,27,DN1,Central,2024-06-09,Approved,114771409,114771409
1233,1233,1233,57057,16,HCM1,Central,2024-11-29,Approved,98986104,98986104
1237,1237,1237,12198,48,HCM1,North,2024-04-21,Approved,357445979,357445979
1238,1238,1238,70500,35,DN1,South,2024-02-08,Approved,101402070,101402070
1241,1241,1241,46220,16,CT1,South,2024-01-19,Approved,81928057,81928057
1243,1243,1243,23859,10,HN1,South,2024-05-25,Approved,106674593,106674593
1244,1244,1244,60460,25,DN1,Central,2024-10-29,Approved,353353838,353353838
1245,1245,1245,41419,20,HN1,North,2024-12-30,Approved,110094133,110094133
1248,1248,1248,33236,44,HCM1,South,2024-02-10,Approved,357675425,357675425
1249,1249,1249,97955,23,HCM2,Central,2024-06-26,Approved,324791834,324791834
1252,1252,1252,86918,37,DN1,Central,2024-05-26,Approved,122845884,122845884
1253,1253,1253,24596,8,HN1,Central,2024-08-19,Approved,344915164,344915164
1254,1254,1254,43572,7,HCM2,North,2024-09-18,Approved,415656433,415656433
1255,1255,1255,88757,14,HN1,South,2024-09-25,Approved,57712745,57712745
1258,1258,1258,72516,19,CT1,Central,2024-12-28,Approved,420757481,420757481
1259,1259,1259,17083,18,HCM1,South,2024-04-19,Approved,229367732,229367732
1265,1265,1265,77642,11,HCM1,North,2024-07-23,Approved,385770604,385770604
1266,1266,1266,96143,5,HCM2,South,2024-01-25,Approved,97654140,97654140
1269,1269,1269,38529,17,DN1,South,2024-03-27,Approved,177886898,177886898
1270,1270,1270,45954,6,HCM2,Central,2024-11-28,Approved,130139148,130139148
1271,1271,1271,37856,33,HCM2,South,2024-12-27,Approved,230892375,230892375
1272,1272,1272,12573,5,HCM1,Central,2024-09-21,Approved,260377360,260377360
1277,1277,1277,65029,48,HCM1,North,2024-12-03,Approved,147766200,147766200
1278,1278,1278,27685,41,HCM1,North,2024-01-11,Approved,239526637,239526637
1286,1286,1286,48243,4,CT1,South,2024-08-08,Approved,164137963,164137963
1287,1287,1287,67384,33,HN1,South,2024-04-29,Approved,56915169,56915169
1292,1292,1292,88411,23,HN1,Central,2024-01-15,Approved,290113545,290113545
1294,1294,1294,58756,23,HCM2,South,2024-09-04,Approved,102483444,102483444
1296,1296,1296,26725,29,CT1,North,2024-05-30,Approved,168507299,168507299
1298,1298,1298,61226,29,HCM2,North,2024-11-03,Approved,98220240,98220240
1301,1301,1301,39402,10,CT1,South,2024-08-09,Approved,100758399,100758399
1302,1302,1302,14263,41,HCM2,South,2024-12-15,Approved,17557575,17557575
1303,1303,1303,56828,8,DN1,Central,2024-05-20,Approved,153663156,153663156
1305,1305,1305,84182,29,HCM2,North,2024-10-21,Approved,40793510,40793510
1308,1308,1308,45737,2,CT1,North,2024-02-14,Approved,98624097,98624097
1309,1309,1309,99563,6,HCM1,South,2024-03-30,Approved,76751177,76751177
1310,1310,1310,39373,5,CT1,Central,2024-02-19,Approved,303345363,303345363
1312,1312,1312,96145,41,HCM2,South,2024-05-31,Approved,81889691,81889691
1315,1315,1315,29250,26,HCM1,North,2024-10-29,Approved,62970648,62970648
1320,1320,1320,63276,49,HCM2,South,2024-09-13,Approved,141784948,141784948
1322,1322,1322,63002,7,HCM2,North,2024-12-14,Approved,227735343,227735343
1324,1324,1324,82355,10,HCM1,North,2024-02-16,Approved,127071071,127071071
1328,1328,1328,63302,16,HCM2,Central,2024-11-10,Approved,236660424,236660424
1329,1329,1329,33150,2,DN1,Central,2024-09-04,Approved,278700009,278700009
1332,1332,1332,99399,38,HCM2,Central,2024-10-26,Approved,270197416,270197416
1335,1335,1335,84478,43,HCM1,Central,2024-04-22,Approved,228925585,228925585
1337,1337,1337,41987,27,DN1,North,2024-02-09,Approved,271108226,271108226
1339,1339,1339,22112,47,HCM2,Central,2024-10-17,Approved,137998491,137998491
1342,1342,1342,48890,27,HCM2,Central,2024-10-13,Approved,304572554,304572554
1344,1344,1344,57304,20,HCM1,Central,2024-03-05,Approved,286885518,286885518
1346,1346,1346,11524,19,HCM2,South,2024-08-24,Approved,381994464,381994464
1347,1347,1347,25048,20,HCM2,North,2024-12-10,Approved,121775638,121775638
1349,1349,1349,47904,47,HCM1,South,2024-03-07,Approved,300515543,300515543
1351,1351,1351,44008,30,HN1,South,2024-10-19,Approved,236834967,236834967
1356,1356,1356,23350,15,CT1,Central,2024-08-18,Approved,380867381,380867381
1362,1362,1362,85186,48,HCM1,Central,2024-09-17,Approved,69671456,69671456
1364,1364,1364,30581,41,HCM1,Central,2024-03-18,Approved,20054393,20054393
1365,1365,1365,98929,36,DN1,South,2024-02-08,Approved,345251305,345251305
1367,1367,1367,61474,29,DN1,Central,2024-11-08,Approved,379682894,379682894
1368,1368,1368,79626,4,CT1,North,2024-12-12,Approved,179783268,179783268
1369,1369,1369,16960,1,DN1,North,2024-06-29,Approved,172413166,172413166
1370,1370,1370,45772,19,HCM1,South,2024-05-27,Approved,153138308,153138308
1372,1372,1372,59481,25,DN1,South,2024-07-10,Approved,198822553,198822553
1375,1375,1375,30491,22,HN1,North,2024-06-16,Approved,74487780,74487780
1377,1377,1377,54623,21,CT1,Central,2024-10-28,Approved,217967093,217967093
1378,1378,1378,10338,22,DN1,Central,2024-04-07,Approved,128972279,128972279
1381,1381,1381,61860,30,DN1,North,2024-07-30,Approved,437656387,437656387
1389,1389,1389,65761,7,HN1,Central,2024-11-19,Approved,319052978,319052978
1390,1390,1390,72552,49,CT1,South,2024-05-24,Approved,401798660,401798660
1393,1393,1393,47641,19,DN1,South,2024-11-07,Approved,125382453,125382453
1397,1397,1397,97833,9,CT1,Central,2024-01-10,Approved,65696897,65696897
1401,1401,1401,54813,32,DN1,South,2024-10-20,Approved,196189929,196189929
1403,1403,1403,18820,6,HCM2,South,2024-04-07,Approved,357741772,357741772
1405,1405,1405,79768,38,HCM1,Central,2024-07-06,Approved,337775556,337775556
1407,1407,1407,90559,10,HCM1,Central,2024-09-18,Approved,76635318,76635318
1410,1410,1410,51786,21,HN1,South,2024-06-05,Approved,335882059,335882059
1411,1411,1411,16737,25,HN1,North,2024-03-30,Approved,141487834,141487834
1412,1412,1412,46062,28,HCM1,North,2024-03-21,Approved,194106507,194106507
1415,1415,1415,35510,4,HCM2,South,2024-10-11,Approved,87284257,87284257
1416,1416,1416,29426,29,DN1,Central,2024-04-02,Approved,45880075,45880075
1417,1417,1417,47265,9,HN1,South,2024-07-23,Approved,112007410,112007410
1418,1418,1418,27850,27,HCM2,South,2024-01-20,Approved,429961590,429961590
1419,1419,1419,76150,26,HCM1,South,2024-06-01,Approved,105133900,105133900
1421,1421,1421,99613,28,CT1,North,2024-07-11,Approved,225326265,225326265
1424,1424,1424,45435,41,DN1,North,2024-09-29,Approved,319525717,319525717
1425,1425,1425,67132,42,DN1,South,2024-01-10,Approved,156736390,156736390
1426,1426,1426,88945,20,DN1,South,2024-12-02,Approved,283083226,283083226
1433,1433,1433,66846,32,HN1,South,2024-05-28,Approved,119122992,119122992
1435,1435,1435,54547,33,HN1,South,2024-09-09,Approved,328251445,328251445
1437,1437,1437,25317,5,HCM2,Central,2024-09-20,Approved,79082156,79082156
1438,1438,1438,17564,43,CT1,North,2024-02-17,Approved,160011988,160011988
1439,1439,1439,37345,48,HCM1,Central,2024-12-28,Approved,366806540,366806540
1441,1441,1441,84859,40,DN1,South,2024-05-23,Approved,375256016,375256016
1444,1444,1444,62393,33,HCM2,North,2024-12-08,Approved,338279117,338279117
1446,1446,1446,39430,16,CT1,North,2024-03-10,Approved,302742166,302742166
1450,1450,1450,23919,10,CT1,Central,2024-06-02,Approved,233265266,233265266
1452,1452,1452,49974,38,HN1,Central,2024-12-13,Approved,362366560,362366560
1453,1453,1453,26371,19,CT1,South,2024-09-02,Approved,465838285,465838285
1459,1459,1459,72187,38,CT1,South,2024-07-16,Approved,197482122,197482122
1461,1461,1461,43039,27,HN1,South,2024-03-17,Approved,85512650,85512650
1463,1463,1463,93691,8,HN1,South,2024-12-08,Approved,350203119,350203119
1464,1464,1464,68606,46,HN1,North,2024-06-12,Approved,206256866,206256866
1465,1465,1465,20616,42,HCM1,Central,2024-11-06,Approved,77340280,77340280
1468,1468,1468,13430,6,HCM2,South,2024-04-06,Approved,366618692,366618692
1472,1472,1472,95680,49,HCM1,North,2024-08-10,Approved,189215619,189215619
1473,1473,1473,12050,28,HCM2,North,2024-01-10,Approved,310294726,310294726
1474,1474,1474,43933,33,HCM2,South,2024-01-14,Approved,262799153,262799153
1477,1477,1477,44801,18,CT1,North,2024-07-08,Approved,355429153,355429153
1479,1479,1479,42913,2,CT1,Central,2024-11-08,Approved,346010346,346010346
1480,1480,1480,50600,43,HCM1,Central,2024-04-13,Approved,60791608,60791608
1482,1482,1482,45400,40,CT1,Central,2025-01-04,Approved,222712343,222712343
1484,1484,1484,90688,43,HCM1,North,2024-12-02,Approved,94307354,94307354
1489,1489,1489,55028,34,HCM2,North,2024-03-23,Approved,162850847,162850847
1493,1493,1493,39757,4,HN1,Central,2024-07-05,Approved,190260843,190260843
1495,1495,1495,90097,7,HCM1,North,2024-03-14,Approved,180617416,180617416
1501,1501,1501,66979,1,HN1,Central,2024-11-11,Approved,76753240,76753240
1502,1502,1502,91470,3,HCM1,North,2024-03-17,Approved,245481081,245481081
1504,1504,1504,51844,38,CT1,North,2024-05-26,Approved,392441133,392441133
1508,1508,1508,50042,21,HN1,Central,2024-03-28,Approved,300922211,300922211
1509,1509,1509,71665,48,HCM2,North,2024-07-05,Approved,334989190,334989190
1514,1514,1514,91412,28,HCM2,Central,2024-12-05,Approved,66382117,66382117
1521,1521,1521,72483,19,CT1,North,2024-03-08,Approved,132866557,132866557
1522,1522,1522,28297,35,HN1,North,2024-11-10,Approved,155134071,155134071
1523,1523,1523,40448,4,HN1,Central,2024-06-03,Approved,46968946,46968946
1526,1526,1526,17657,4,CT1,North,2024-08-16,Approved,149352596,149352596
1528,1528,1528,35425,27,HCM1,Central,2024-09-24,Approved,273039770,273039770
1531,1531,1531,38831,25,HCM1,North,2024-08-03,Approved,360917831,360917831
1533,1533,1533,71413,24,DN1,Central,2024-06-25,Approved,202723398,202723398
1534,1534,1534,64028,25,HCM1,Central,2024-12-10,Approved,315704796,315704796
1537,1537,1537,85758,32,CT1,Central,2024-03-12,Approved,288622275,288622275
1540,1540,1540,44701,36,HCM1,South,2024-01-07,Approved,339308612,339308612
1546,1546,1546,75160,16,HCM1,Central,2024-12-13,Approved,329495523,329495523
1551,1551,1551,56542,6,DN1,South,2024-04-06,Approved,436900187,436900187
1559,1559,1559,79669,23,DN1,South,2024-08-09,Approved,163036762,163036762
1561,1561,1561,31754,12,CT1,North,2024-08-22,Approved,17959506,17959506
1562,1562,1562,13972,23,CT1,Central,2024-09-09,Approved,247281673,247281673
1563,1563,1563,80831,16,CT1,North,2024-08-28,Approved,113329873,113329873
1569,1569,1569,96988,47,CT1,Central,2024-08-12,Approved,286054498,286054498
1570,1570,1570,55648,37,HCM1,Central,2024-07-01,Approved,308126510,308126510
1572,1572,1572,12396,13,HN1,North,2024-07-09,Approved,294441459,294441459
1577,1577,1577,40561,23,DN1,South,2024-05-01,Approved,317248616,317248616
1580,1580,1580,17314,40,HCM1,North,2024-11-08,Approved,185435104,185435104
1581,1581,1581,29623,21,DN1,North,2024-03-25,Approved,441537972,441537972
1583,1583,1583,75082,37,HCM1,North,2024-11-09,Approved,249036849,249036849
1584,1584,1584,93624,6,HCM2,South,2024-07-19,Approved,285820754,285820754
1588,1588,1588,96206,22,HN1,Central,2024-12-16,Approved,142291414,142291414
1589,1589,1589,79274,33,CT1,South,2024-09-11,Approved,30287078,30287078
1590,1590,1590,12469,30,DN1,Central,2024-03-27,Approved,178320043,178320043
1595,1595,1595,59708,14,DN1,South,2024-06-14,Approved,278275001,278275001
1607,1607,1607,28787,19,DN1,Central,2024-01-10,Approved,66708311,66708311
1609,1609,1609,67932,28,CT1,Central,2024-05-05,Approved,273860568,273860568
1614,1614,1614,85418,47,DN1,Central,2024-03-04,Approved,44586078,44586078
1616,1616,1616,44832,33,HN1,Central,2024-02-14,Approved,193133359,193133359
1617,1617,1617,41966,19,DN1,Central,2024-10-31,Approved,111845544,111845544
1618,1618,1618,82545,3,DN1,South,2024-08-25,Approved,233712670,233712670
1619,1619,1619,22987,10,DN1,North,2024-01-19,Approved,268821134,268821134
1620,1620,1620,47311,40,HCM1,North,2024-12-29,Approved,63957827,63957827
1622,1622,1622,73852,42,HCM1,Central,2024-07-01,Approved,353060639,353060639
1626,1626,1626,57517,13,CT1,North,2024-03-20,Approved,296102453,296102453
1627,1627,1627,39257,1,CT1,North,2024-03-27,Approved,213932178,213932178
1629,1629,1629,52207,29,DN1,North,2024-08-05,Approved,325726428,325726428
1635,1635,1635,92197,29,HN1,Central,2024-07-11,Approved,343295552,343295552
1636,1636,1636,23507,39,CT1,South,2024-03-05,Approved,36123303,36123303
1639,1639,1639,55539,17,HCM1,South,2024-06-19,Approved,217516072,217516072
1643,1643,1643,73888,26,DN1,Central,2024-11-09,Approved,29707796,29707796
1644,1644,1644,83609,49,DN1,Central,2024-06-14,Approved,442682301,442682301
1647,1647,1647,86919,49,HCM2,Central,2024-04-13,Approved,341063467,341063467
1649,1649,1649,33821,1,CT1,North,2024-02-17,Approved,251798750,251798750
1654,1654,1654,97266,3,CT1,South,2024-09-25,Approved,227951779,227951779
1656,1656,1656,37083,29,HCM2,South,2024-03-16,Approved,285795049,285795049
1660,1660,1660,17813,16,HN1,Central,2024-05-13,Approved,249461691,249461691
1664,1664,1664,54569,1,CT1,Central,2024-07-05,Approved,96541494,96541494
1668,1668,1668,24288,41,HCM1,North,2024-05-01,Approved,334350145,334350145
1670,1670,1670,16540,41,DN1,South,2024-01-21,Approved,300215506,300215506
1671,1671,1671,91958,7,DN1,South,2024-07-21,Approved,271518474,271518474
1674,1674,1674,85932,19,HN1,South,2024-01-24,Approved,349355116,349355116
1676,1676,1676,33411,2,HCM2,North,2024-07-15,Approved,286050308,286050308
1680,1680,1680,62307,3,DN1,North,2024-08-22,Approved,206835032,206835032
1681,1681,1681,13093,11,HCM2,Central,2024-02-13,Approved,300027776,300027776
1685,1685,1685,54413,18,DN1,South,2024-09-01,Approved,413968264,413968264
1686,1686,1686,43756,48,DN1,South,2024-03-03,Approved,282854214,282854214
1690,1690,1690,38602,22,HCM1,South,2024-07-11,Approved,203601266,203601266
1692,1692,1692,58901,12,HN1,South,2024-03-29,Approved,250549110,250549110
1694,1694,1694,42196,40,HCM2,Central,2024-12-06,Approved,298080661,298080661
1696,1696,1696,17424,15,HCM1,North,2024-10-10,Approved,402950316,402950316
1698,1698,1698,29982,49,HCM2,South,2024-04-29,Approved,91844835,91844835
1699,1699,1699,86961,45,DN1,North,2024-07-17,Approved,261411998,261411998
1700,1700,1700,11980,18,HCM2,Central,2024-02-12,Approved,35322378,35322378
1701,1701,1701,58290,2,HCM1,North,2024-02-18,Approved,172989420,172989420
1704,1704,1704,92711,15,HCM1,South,2024-12-03,Approved,344546884,344546884
1708,1708,1708,28639,29,HN1,North,2024-03-10,Approved,229384594,229384594
1713,1713,1713,46444,40,DN1,Central,2024-11-24,Approved,361181855,361181855
1714,1714,1714,78916,4,CT1,North,2024-09-06,Approved,261316356,261316356
1715,1715,1715,18711,11,DN1,Central,2024-09-15,Approved,231802503,231802503
1717,1717,1717,92970,43,DN1,Central,2024-02-14,Approved,272498425,272498425
1718,1718,1718,95553,32,HCM2,North,2024-02-12,Approved,99545074,99545074
1720,1720,1720,49110,30,CT1,Central,2024-06-08,Approved,344959283,344959283
1726,1726,1726,63625,31,CT1,Central,2024-11-04,Approved,166138398,166138398
1733,1733,1733,38541,9,HCM1,South,2024-09-26,Approved,82884894,82884894
1734,1734,1734,89083,37,HN1,Central,2024-08-05,Approved,265194120,265194120
1742,1742,1742,64615,19,DN1,North,2024-05-13,Approved,61456948,61456948
1745,1745,1745,95708,7,HN1,Central,2024-09-14,Approved,276844400,276844400
1747,1747,1747,36589,9,HCM1,Central,2024-09-29,Approved,159989503,159989503
1748,1748,1748,40015,28,HCM1,South,2024-07-10,Approved,435274926,435274926
1752,1752,1752,36143,16,HCM2,North,2025-01-02,Approved,281444988,281444988
1754,1754,1754,31804,31,DN1,North,2024-06-01,Approved,175747213,175747213
1756,1756,1756,74288,21,HCM2,Central,2024-08-05,Approved,27255385,27255385
1758,1758,1758,30581,36,HN1,North,2024-05-10,Approved,298309502,298309502
1761,1761,1761,59930,22,DN1,Central,2024-11-12,Approved,311223756,311223756
1763,1763,1763,79298,12,DN1,North,2024-04-16,Approved,365888493,365888493
1765,1765,1765,85304,13,DN1,South,2024-06-01,Approved,57770242,57770242
1766,1766,1766,53408,11,HCM2,South,2024-01-31,Approved,305922768,305922768
1770,1770,1770,84319,40,HCM1,South,2024-03-28,Approved,215305811,215305811
1772,1772,1772,45488,2,CT1,Central,2024-11-07,Approved,154525153,154525153
1773,1773,1773,84441,30,HN1,South,2024-09-16,Approved,343609810,343609810
1775,1775,1775,32431,12,HN1,Central,2024-11-29,Approved,139148132,139148132
1781,1781,1781,55004,17,HCM2,South,2024-02-06,Approved,101883774,101883774
1783,1783,1783,98652,2,HCM2,South,2024-08-08,Approved,383305156,383305156
1784,1784,1784,66985,12,HCM1,North,2024-06-09,Approved,213031903,213031903
1792,1792,1792,78577,3,DN1,North,2024-06-12,Approved,28867527,28867527
1796,1796,1796,72768,1,HCM2,Central,2024-11-07,Approved,131944775,131944775
1797,1797,1797,61047,30,CT1,South,2024-03-14,Approved,210120649,210120649
1798,1798,1798,81626,45,DN1,North,2024-03-31,Approved,213243133,213243133
1803,1803,1803,36015,13,HCM1,South,2024-12-22,Approved,257485914,257485914
1804,1804,1804,43320,27,CT1,Central,2024-05-27,Approved,266096721,266096721
1806,1806,1806,36289,7,DN1,North,2024-05-18,Approved,320019258,320019258
1808,1808,1808,35683,10,HCM2,South,2024-07-02,Approved,115557377,115557377
1813,1813,1813,56163,32,HN1,Central,2024-03-17,Approved,138562748,138562748
1817,1817,1817,91941,20,CT1,North,2024-07-23,Approved,98718906,98718906
1818,1818,1818,84137,37,CT1,South,2024-11-28,Approved,330018639,330018639
1820,1820,1820,66446,12,DN1,Central,2024-11-01,Approved,157443091,157443091
1821,1821,1821,31288,33,HCM1,North,2024-09-09,Approved,321949453,321949453
1828,1828,1828,89148,21,CT1,North,2024-02-14,Approved,49308835,49308835
1829,1829,1829,93186,32,HCM1,South,2024-10-03,Approved,386081402,386081402
1830,1830,1830,36745,35,HCM2,Central,2024-03-19,Approved,119657931,119657931
