LoanID,LeadID,CustomerID,ProductID,Branch,Region,DisbursementDate,DisbursementAmount
2590,2590,94899,6,HCM2,South,2024-06-10,42892713
2594,2594,45851,29,DN1,South,2025-01-12,229154721
2605,2605,64341,10,HCM2,Central,2024-07-24,159343923
2606,2606,22087,20,HN1,South,2024-09-08,48933164
2614,2614,83445,32,CT1,North,2024-03-21,93353774
2618,2618,90073,41,HCM2,Central,2024-06-25,13653210
2628,2628,79122,22,DN1,North,2024-04-24,31403979
2635,2635,75697,12,DN1,North,2024-03-01,291267276
2636,2636,26029,23,CT1,North,2024-07-02,123723911
2643,2643,65506,23,HCM2,Central,2024-06-02,104733967
2645,2645,59815,19,HCM1,North,2024-05-05,275530172
2653,2653,20258,34,HCM2,North,2024-01-31,66048732
2656,2656,15469,47,HN1,Central,2024-10-20,238283484
2661,2661,11651,46,DN1,Central,2025-01-03,72985740
2667,2667,26184,48,HN1,Central,2024-04-24,63994763
2673,2673,55253,21,DN1,South,2024-02-04,74254560
2681,2681,24472,42,DN1,Central,2024-08-17,248105735
2686,2686,64220,18,HCM2,North,2024-03-28,119546552
2687,2687,16397,35,HN1,South,2024-07-10,198994042
2689,2689,63072,16,HN1,South,2024-10-24,137923687
2691,2691,94530,44,HCM1,North,2024-12-07,126367028
2695,2695,35122,48,CT1,North,2024-12-14,280210216
2701,2701,52963,2,DN1,Central,2024-04-12,23350879
2703,2703,35279,27,DN1,North,2024-11-16,293318245
2731,2731,10162,14,CT1,North,2024-01-28,130426523
2732,2732,44742,10,DN1,North,2024-01-25,185758222
2741,2741,59733,46,DN1,North,2024-07-22,287386646
2743,2743,15347,13,HCM2,Central,2024-12-07,285273492
2744,2744,69063,42,CT1,South,2024-01-22,60665995
2761,2761,12539,45,CT1,South,2024-10-30,260701119
2765,2765,28745,13,DN1,Central,2024-06-04,104658278
2772,2772,72292,9,HN1,North,2024-02-29,150970929
2777,2777,16304,47,CT1,South,2024-08-28,279099565
2781,2781,98553,32,DN1,South,2024-07-15,63941581
2786,2786,72032,23,DN1,South,2024-02-04,12875728
2792,2792,56760,44,HCM2,South,2024-08-23,143447639
2794,2794,54629,13,HCM1,North,2024-02-01,80559156
2799,2799,88021,7,CT1,Central,2024-07-12,84072697
2800,2800,79184,4,HCM2,North,2024-10-31,82359806
2804,2804,24357,31,DN1,South,2024-02-21,39092321
2805,2805,78673,35,DN1,North,2024-10-13,6697458
2814,2814,80202,2,HCM1,Central,2024-12-26,36086805
2831,2831,82055,47,CT1,Central,2024-09-04,163871177
2839,2839,28489,1,CT1,Central,2024-07-29,31841508
2842,2842,91816,42,HCM1,South,2024-06-04,72094028
2851,2851,31253,11,HCM2,North,2024-07-13,172508253
2854,2854,36390,11,HCM2,Central,2024-11-04,203767262
2861,2861,81947,49,HN1,Central,2024-04-12,214705348
2862,2862,71001,2,HCM2,Central,2024-06-05,187150126
2863,2863,59159,49,DN1,South,2024-07-08,108461291
2864,2864,61707,16,CT1,South,2024-11-14,129989773
2867,2867,85939,20,CT1,Central,2024-03-25,232944719
2869,2869,17239,28,CT1,South,2024-12-15,104212330
2873,2873,50846,42,DN1,South,2024-06-03,260741395
2886,2886,21116,27,HN1,Central,2024-04-13,75920510
2900,2900,49901,10,HCM1,South,2024-10-12,297021419
2904,2904,12591,20,HCM2,South,2024-10-12,229814728
2908,2908,64400,36,DN1,North,2024-02-20,172524672
2909,2909,35150,24,HCM2,Central,2024-08-08,99434835
2910,2910,41852,27,HCM2,Central,2024-08-07,158036780
2915,2915,43691,29,DN1,South,2024-02-18,56982789
2932,2932,19587,12,HN1,North,2024-05-24,133389865
2933,2933,10645,22,CT1,Central,2024-04-26,170253065
2934,2934,40930,6,HCM2,Central,2024-05-03,199344815
2936,2936,40090,45,DN1,North,2024-11-20,94718650
2937,2937,97489,36,CT1,North,2024-04-28,232795791
2938,2938,62142,22,HCM2,Central,2024-09-28,190983843
2941,2941,53732,36,HCM2,North,2024-10-27,106884677
2944,2944,56037,33,HCM1,South,2024-03-12,70266206
2948,2948,69165,18,DN1,South,2024-09-01,7845929
2954,2954,28099,16,HCM2,Central,2024-03-12,7806299
2955,2955,55096,5,HN1,South,2024-09-07,11641404
2961,2961,94246,31,CT1,North,2024-06-08,184241408
2962,2962,86975,14,HCM1,Central,2024-07-25,201514281
2968,2968,28058,23,HCM1,South,2024-09-05,28062385
2969,2969,86637,14,HCM2,South,2025-01-13,162659599
2971,2971,42602,46,HN1,Central,2024-10-04,226192108
2976,2976,97969,41,CT1,South,2024-03-17,265165945
2989,2989,51814,31,HCM1,South,2024-02-10,240977902
