LeadID,SignupDate,CustomerID,ProductID,Branch,Region,SourceChannel,Campaign,LeadStatus,IsConverted,ConvertedTransactionID
749,2024-10-12,11920,175,HN1,Central,Email Marketing,NewProductLaunch,Converted,1,1313.0
750,2023-12-24,53937,26,CT1,South,Email Marketing,FlashSaleWeekend,Cancelled,0,
751,2024-10-21,79724,121,HCM1,North,Zalo OA,12.12,New,0,
752,2024-09-25,22207,142,CT1,Central,Google Ads,FlashSaleWeekend,Calling,0,
753,2024-08-12,75774,182,CT1,South,Website SEO,12.12,Calling,0,
754,2024-08-21,42972,199,CT1,North,Email Marketing,NewProductLaunch,Converted,1,2685.0
755,2024-12-13,20799,46,HCM1,North,Tiktok Ads,SummerSale,Converted,1,1247.0
756,2023-12-19,81088,122,HCM1,South,Facebook Ads,SummerSale,Converted,1,747.0
757,2024-04-11,38916,31,CT1,Central,Zalo OA,Tet2024,NoAnswer,0,
758,2024-09-28,80463,59,HN1,North,Email Marketing,12.12,Converted,1,2731.0
759,2024-12-22,86700,29,DN1,North,Google Ads,BackToSchool,NoAnswer,0,
760,2024-02-17,47158,106,CT1,North,Facebook Ads,Tet2024,Converted,1,2022.0
761,2024-05-08,94607,17,HCM2,North,Website SEO,SummerSale,Cancelled,0,
762,2024-07-25,81696,142,CT1,Central,Email Marketing,SummerSale,NoAnswer,0,
763,2024-08-09,71510,164,HCM1,South,Google Ads,11.11,Calling,0,
764,2024-06-08,68692,186,DN1,South,Facebook Ads,Tet2024,Calling,0,
765,2024-09-06,71744,24,HCM2,South,Tiktok Ads,SummerSale,Converted,1,227.0
766,2024-11-19,25810,109,DN1,North,Zalo OA,NewProductLaunch,Converted,1,891.0
767,2024-09-21,15126,191,DN1,Central,Website SEO,FlashSaleWeekend,New,0,
768,2024-02-15,40009,91,HCM2,South,Google Ads,11.11,Converted,1,2597.0
769,2024-07-18,10192,25,CT1,Central,Tiktok Ads,BackToSchool,NoAnswer,0,
770,2024-11-20,46413,187,CT1,South,Zalo OA,FlashSaleWeekend,New,0,
771,2024-10-24,22816,32,CT1,North,Zalo OA,11.11,Converted,1,2027.0
772,2024-09-22,49082,116,HN1,South,Tiktok Ads,12.12,Converted,1,1461.0
773,2024-06-08,75048,82,CT1,North,Google Ads,12.12,Calling,0,
774,2024-03-21,60940,110,HCM2,North,Zalo OA,BackToSchool,NoAnswer,0,
775,2024-03-28,42130,146,HN1,South,Website SEO,NewProductLaunch,New,0,
776,2024-03-22,50142,37,CT1,Central,Facebook Ads,BackToSchool,Converted,1,2627.0
777,2024-10-20,46468,26,HN1,North,Website SEO,Tet2024,Converted,1,1574.0
778,2023-12-20,40698,137,HCM2,Central,Email Marketing,FlashSaleWeekend,Calling,0,
779,2024-06-28,20655,64,CT1,South,Zalo OA,BackToSchool,Converted,1,742.0
780,2024-11-29,57897,72,HCM1,North,Facebook Ads,BackToSchool,New,0,
781,2024-04-25,40075,148,HCM2,Central,Tiktok Ads,11.11,NoAnswer,0,
782,2024-12-06,19359,182,DN1,North,Facebook Ads,NewProductLaunch,Converted,1,1977.0
783,2024-08-29,52056,106,DN1,South,Facebook Ads,BackToSchool,New,0,
784,2024-01-06,61831,86,HCM2,North,Facebook Ads,Tet2024,New,0,
785,2024-02-05,69191,158,DN1,South,Zalo OA,11.11,Converted,1,1917.0
786,2024-05-27,43272,53,HCM2,Central,Email Marketing,NewProductLaunch,Calling,0,
787,2024-07-03,24671,92,HCM1,North,Email Marketing,NewProductLaunch,NoAnswer,0,
788,2024-03-06,37048,99,HCM2,Central,Google Ads,SummerSale,Converted,1,1390.0
789,2024-05-07,86274,191,CT1,South,Email Marketing,12.12,Converted,1,1743.0
790,2024-03-08,35963,11,CT1,South,Zalo OA,FlashSaleWeekend,Converted,1,774.0
791,2024-03-01,53954,31,HN1,Central,Google Ads,Tet2024,Cancelled,0,
792,2024-12-14,82309,177,DN1,Central,Tiktok Ads,12.12,Cancelled,0,
793,2023-12-15,10717,100,DN1,South,Tiktok Ads,11.11,Converted,1,993.0
794,2024-02-03,21676,87,HCM2,Central,Tiktok Ads,11.11,New,0,
795,2024-06-04,14434,147,DN1,South,Tiktok Ads,Tet2024,Calling,0,
796,2024-07-06,59810,140,CT1,Central,Tiktok Ads,NewProductLaunch,NoAnswer,0,
797,2024-08-30,14994,15,HCM1,South,Website SEO,BackToSchool,Calling,0,
798,2024-12-17,14234,159,HCM2,South,Zalo OA,Tet2024,NoAnswer,0,
799,2024-09-27,79300,171,DN1,North,Google Ads,11.11,Converted,1,2302.0
800,2024-01-17,53949,101,CT1,South,Tiktok Ads,12.12,Converted,1,1876.0
801,2024-11-26,47405,165,HN1,South,Website SEO,FlashSaleWeekend,Calling,0,
802,2024-03-18,44872,29,DN1,North,Email Marketing,Tet2024,Converted,1,1487.0
803,2024-02-24,52215,114,HCM1,North,Website SEO,NewProductLaunch,Converted,1,2193.0
804,2024-01-22,33185,107,HCM1,Central,Website SEO,FlashSaleWeekend,Converted,1,165.0
805,2024-05-16,53442,154,DN1,Central,Zalo OA,FlashSaleWeekend,Cancelled,0,
806,2024-08-20,61759,108,DN1,South,Tiktok Ads,FlashSaleWeekend,Cancelled,0,
807,2024-05-24,51153,130,CT1,Central,Website SEO,SummerSale,Cancelled,0,
808,2024-04-10,87535,84,DN1,Central,Website SEO,FlashSaleWeekend,Calling,0,
809,2024-08-29,12581,15,HN1,South,Tiktok Ads,SummerSale,Calling,0,
810,2024-12-27,61717,132,CT1,North,Zalo OA,BackToSchool,New,0,
811,2024-10-15,12763,50,HCM2,North,Website SEO,BackToSchool,Cancelled,0,
812,2024-09-07,65480,166,HN1,South,Google Ads,FlashSaleWeekend,New,0,
813,2024-02-06,48759,23,CT1,South,Facebook Ads,NewProductLaunch,Calling,0,
814,2024-08-06,86067,59,CT1,South,Email Marketing,12.12,NoAnswer,0,
815,2024-07-23,35307,90,HCM1,South,Facebook Ads,BackToSchool,Converted,1,2484.0
816,2024-08-21,21064,115,CT1,South,Facebook Ads,SummerSale,Cancelled,0,
817,2024-10-22,86848,75,HN1,South,Zalo OA,NewProductLaunch,Converted,1,542.0
818,2024-04-04,47548,156,DN1,Central,Website SEO,FlashSaleWeekend,Converted,1,613.0
819,2024-08-25,46945,194,HN1,Central,Facebook Ads,NewProductLaunch,Converted,1,900.0
820,2024-10-12,57937,123,HCM2,Central,Facebook Ads,NewProductLaunch,Converted,1,1885.0
821,2024-07-08,16476,136,CT1,North,Email Marketing,Tet2024,Converted,1,1056.0
822,2024-07-30,61756,157,CT1,South,Tiktok Ads,12.12,Cancelled,0,
823,2024-11-19,12382,139,CT1,South,Website SEO,FlashSaleWeekend,Converted,1,1487.0
824,2024-02-18,59683,18,CT1,Central,Website SEO,12.12,Converted,1,2611.0
825,2024-02-27,97999,183,HCM1,North,Email Marketing,BackToSchool,Converted,1,2623.0
826,2024-03-26,55276,50,HCM1,Central,Tiktok Ads,12.12,Cancelled,0,
827,2024-06-23,43402,142,DN1,South,Website SEO,11.11,Cancelled,0,
828,2024-08-22,36946,118,CT1,South,Google Ads,SummerSale,Converted,1,2661.0
829,2024-07-27,89698,137,HCM2,Central,Email Marketing,BackToSchool,Converted,1,129.0
830,2024-10-03,83933,139,DN1,Central,Zalo OA,FlashSaleWeekend,Converted,1,1043.0
831,2024-10-15,32335,191,CT1,South,Tiktok Ads,12.12,Cancelled,0,
832,2024-03-21,55095,108,HCM1,Central,Email Marketing,SummerSale,Calling,0,
833,2024-11-16,89930,67,HCM2,South,Facebook Ads,FlashSaleWeekend,Cancelled,0,
834,2024-09-25,37197,181,DN1,Central,Website SEO,FlashSaleWeekend,Cancelled,0,
835,2024-11-13,32010,167,HCM2,North,Google Ads,BackToSchool,New,0,
836,2024-11-25,34123,78,CT1,South,Google Ads,11.11,NoAnswer,0,
837,2024-10-17,97923,184,HN1,North,Zalo OA,SummerSale,Cancelled,0,
838,2024-08-19,12890,156,HCM2,Central,Email Marketing,11.11,New,0,
839,2024-05-28,18026,75,HCM2,North,Google Ads,SummerSale,Calling,0,
840,2024-11-13,74925,39,HCM1,Central,Email Marketing,Tet2024,Converted,1,2540.0
841,2024-01-13,78842,25,CT1,North,Website SEO,FlashSaleWeekend,Converted,1,1899.0
842,2024-08-17,43665,21,HCM2,North,Website SEO,Tet2024,Converted,1,225.0
843,2024-03-29,19277,138,CT1,North,Google Ads,SummerSale,New,0,
844,2024-02-03,52239,171,HCM1,South,Website SEO,SummerSale,Converted,1,780.0
845,2024-03-04,57664,15,CT1,North,Email Marketing,11.11,Cancelled,0,
846,2024-04-25,58008,48,HCM1,Central,Website SEO,FlashSaleWeekend,Converted,1,226.0
847,2024-09-24,24683,86,HCM1,Central,Facebook Ads,12.12,Converted,1,1253.0
848,2024-04-30,10670,149,DN1,South,Email Marketing,FlashSaleWeekend,New,0,
849,2024-06-15,99211,188,CT1,South,Tiktok Ads,NewProductLaunch,Converted,1,812.0
850,2024-11-08,27889,116,HN1,Central,Website SEO,SummerSale,New,0,
851,2024-09-12,65612,50,DN1,North,Website SEO,BackToSchool,Calling,0,
852,2024-11-18,54535,151,HCM1,Central,Email Marketing,BackToSchool,Converted,1,7.0
853,2024-02-21,88542,141,HN1,South,Zalo OA,BackToSchool,New,0,
854,2024-01-17,64319,69,HCM2,South,Tiktok Ads,Tet2024,Calling,0,
855,2024-09-01,31639,4,HCM2,Central,Tiktok Ads,12.12,Converted,1,2733.0
856,2024-02-05,74712,78,DN1,North,Tiktok Ads,11.11,Calling,0,
857,2024-07-06,26633,9,HN1,North,Google Ads,12.12,Converted,1,214.0
858,2024-04-18,44660,121,CT1,South,Facebook Ads,Tet2024,Converted,1,247.0
859,2024-08-05,78975,115,HN1,Central,Facebook Ads,12.12,New,0,
860,2024-01-26,42172,163,DN1,Central,Zalo OA,12.12,Cancelled,0,
861,2024-08-10,69197,101,CT1,South,Tiktok Ads,FlashSaleWeekend,NoAnswer,0,
862,2024-12-19,68847,149,CT1,Central,Tiktok Ads,BackToSchool,New,0,
863,2024-04-03,21577,186,HCM2,South,Website SEO,SummerSale,New,0,
864,2024-08-19,87299,146,HN1,North,Email Marketing,BackToSchool,New,0,
865,2024-05-13,30176,97,CT1,North,Google Ads,12.12,NoAnswer,0,
866,2024-06-14,54386,81,DN1,Central,Google Ads,SummerSale,NoAnswer,0,
867,2024-11-14,73972,43,HCM2,North,Zalo OA,FlashSaleWeekend,Converted,1,143.0
868,2024-03-18,99791,95,CT1,North,Facebook Ads,11.11,Converted,1,2189.0
869,2024-12-22,51003,6,HN1,South,Tiktok Ads,NewProductLaunch,Converted,1,2613.0
870,2023-12-22,29996,67,HCM2,South,Email Marketing,SummerSale,Calling,0,
871,2024-12-08,96598,140,HN1,Central,Zalo OA,Tet2024,NoAnswer,0,
872,2024-06-15,45931,100,HN1,South,Google Ads,BackToSchool,Converted,1,2167.0
873,2024-09-20,45710,12,HN1,Central,Google Ads,FlashSaleWeekend,NoAnswer,0,
874,2024-06-26,44693,66,HCM2,Central,Google Ads,FlashSaleWeekend,New,0,
875,2024-11-30,45740,2,CT1,South,Tiktok Ads,BackToSchool,Converted,1,2736.0
876,2024-06-26,87241,143,HCM1,North,Tiktok Ads,12.12,Calling,0,
877,2024-05-17,86502,151,CT1,North,Tiktok Ads,12.12,Cancelled,0,
878,2024-03-16,27374,157,HCM2,North,Website SEO,12.12,Converted,1,850.0
879,2024-05-22,86674,81,HCM1,North,Facebook Ads,FlashSaleWeekend,Converted,1,1239.0
880,2024-02-13,91471,135,HCM1,Central,Google Ads,12.12,Calling,0,
881,2024-04-14,55913,156,HCM1,North,Google Ads,BackToSchool,NoAnswer,0,
882,2024-02-03,76025,142,DN1,Central,Website SEO,SummerSale,NoAnswer,0,
883,2024-09-16,54516,172,HCM2,South,Google Ads,11.11,Converted,1,2320.0
884,2023-12-19,97796,158,DN1,South,Google Ads,SummerSale,New,0,
885,2024-03-15,36069,160,HCM1,Central,Tiktok Ads,Tet2024,Cancelled,0,
886,2024-06-01,66233,70,DN1,North,Tiktok Ads,BackToSchool,Converted,1,2976.0
887,2024-10-26,94811,115,DN1,Central,Facebook Ads,SummerSale,Cancelled,0,
888,2024-01-05,69049,88,HCM2,North,Google Ads,BackToSchool,Converted,1,627.0
889,2024-11-04,49178,6,HN1,North,Zalo OA,FlashSaleWeekend,Converted,1,1824.0
890,2023-12-15,42821,27,DN1,Central,Google Ads,Tet2024,Cancelled,0,
891,2024-04-25,61727,82,DN1,Central,Google Ads,FlashSaleWeekend,Converted,1,981.0
892,2024-08-03,70935,88,HCM1,North,Facebook Ads,NewProductLaunch,NoAnswer,0,
893,2023-12-26,26999,120,HCM1,Central,Zalo OA,NewProductLaunch,Converted,1,1077.0
894,2024-11-24,72522,24,HCM1,North,Google Ads,NewProductLaunch,Converted,1,2295.0
895,2024-01-29,48712,102,CT1,Central,Email Marketing,BackToSchool,NoAnswer,0,
896,2024-01-17,74551,34,DN1,South,Email Marketing,SummerSale,Converted,1,33.0
897,2024-03-01,50172,168,HCM1,North,Zalo OA,BackToSchool,Converted,1,799.0
898,2024-07-19,43722,47,HCM2,South,Email Marketing,FlashSaleWeekend,Calling,0,
899,2024-10-10,20625,24,CT1,Central,Tiktok Ads,11.11,NoAnswer,0,
900,2024-02-25,77165,65,HN1,South,Tiktok Ads,FlashSaleWeekend,Cancelled,0,
901,2024-09-21,86509,18,DN1,Central,Zalo OA,SummerSale,Cancelled,0,
902,2024-08-19,16859,44,DN1,North,Google Ads,FlashSaleWeekend,Converted,1,2777.0
903,2024-01-30,51609,76,HCM2,Central,Zalo OA,FlashSaleWeekend,Converted,1,2092.0
904,2024-04-13,53307,57,HN1,Central,Email Marketing,Tet2024,Cancelled,0,
905,2024-07-15,31839,107,HN1,North,Zalo OA,12.12,New,0,
906,2024-08-09,37216,156,CT1,Central,Email Marketing,NewProductLaunch,Calling,0,
907,2024-02-08,62953,124,DN1,North,Tiktok Ads,SummerSale,Calling,0,
908,2024-11-28,94481,199,HCM1,Central,Zalo OA,SummerSale,NoAnswer,0,
909,2024-03-30,70593,151,HCM2,North,Website SEO,NewProductLaunch,New,0,
910,2024-10-28,82075,162,HCM2,South,Email Marketing,FlashSaleWeekend,Calling,0,
911,2024-01-31,59522,139,HCM2,Central,Website SEO,Tet2024,Converted,1,2651.0
912,2024-02-13,14886,163,HCM2,Central,Tiktok Ads,BackToSchool,Converted,1,922.0
913,2024-11-15,17485,116,HCM1,Central,Google Ads,BackToSchool,Converted,1,2479.0
914,2024-01-09,41455,93,HCM1,North,Email Marketing,FlashSaleWeekend,New,0,
915,2024-10-01,26767,42,CT1,Central,Google Ads,FlashSaleWeekend,Converted,1,2179.0
916,2024-08-27,38453,28,DN1,North,Tiktok Ads,12.12,Converted,1,1434.0
917,2023-12-22,86280,123,HCM1,Central,Google Ads,SummerSale,Converted,1,1249.0
918,2024-04-05,63442,24,CT1,South,Email Marketing,NewProductLaunch,New,0,
919,2024-12-03,61877,136,HN1,Central,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
920,2024-08-23,22226,106,DN1,South,Email Marketing,FlashSaleWeekend,New,0,
921,2024-06-11,32588,118,HCM1,North,Email Marketing,11.11,Calling,0,
922,2024-07-08,88976,53,HN1,South,Website SEO,Tet2024,Converted,1,1236.0
923,2024-10-12,41709,132,CT1,Central,Facebook Ads,BackToSchool,Converted,1,934.0
924,2024-04-19,57788,100,HCM1,Central,Facebook Ads,Tet2024,NoAnswer,0,
925,2024-02-08,98031,5,HCM1,North,Facebook Ads,Tet2024,Calling,0,
926,2024-07-15,47019,49,HN1,Central,Email Marketing,12.12,Converted,1,1262.0
927,2023-12-28,54948,98,HCM1,Central,Tiktok Ads,Tet2024,New,0,
928,2024-01-11,75133,30,HCM2,North,Facebook Ads,NewProductLaunch,Converted,1,328.0
929,2024-03-01,76458,72,HCM1,North,Zalo OA,12.12,Converted,1,2860.0
930,2024-07-17,37526,103,DN1,South,Google Ads,FlashSaleWeekend,New,0,
931,2024-12-13,83493,63,HN1,North,Tiktok Ads,NewProductLaunch,Converted,1,2094.0
932,2024-05-16,62198,175,DN1,Central,Zalo OA,12.12,Cancelled,0,
933,2023-12-28,53395,26,CT1,North,Email Marketing,NewProductLaunch,Converted,1,2842.0
934,2024-06-18,34031,185,DN1,Central,Email Marketing,12.12,Converted,1,352.0
935,2024-10-21,85542,37,HCM2,South,Zalo OA,12.12,Converted,1,1037.0
936,2024-12-19,47701,7,HCM2,North,Website SEO,SummerSale,NoAnswer,0,
937,2023-12-21,35939,127,DN1,Central,Website SEO,NewProductLaunch,NoAnswer,0,
938,2023-12-17,59145,168,CT1,North,Zalo OA,SummerSale,Cancelled,0,
939,2024-04-03,30324,92,HCM1,North,Website SEO,FlashSaleWeekend,Calling,0,
940,2024-08-08,32867,167,HCM2,North,Google Ads,12.12,Converted,1,2729.0
941,2024-12-11,10203,190,DN1,North,Google Ads,BackToSchool,Calling,0,
942,2024-08-09,26544,103,DN1,South,Email Marketing,12.12,Converted,1,933.0
943,2024-09-13,25899,53,DN1,Central,Website SEO,BackToSchool,New,0,
944,2024-10-03,39063,132,HCM1,North,Facebook Ads,BackToSchool,NoAnswer,0,
945,2024-07-28,13748,108,HN1,Central,Zalo OA,BackToSchool,Converted,1,1231.0
946,2024-12-19,76629,112,CT1,South,Google Ads,BackToSchool,New,0,
947,2023-12-29,90764,153,HN1,Central,Website SEO,NewProductLaunch,Converted,1,300.0
948,2024-06-23,30884,7,CT1,Central,Website SEO,11.11,Cancelled,0,
949,2024-04-11,35183,156,CT1,South,Google Ads,NewProductLaunch,Converted,1,1477.0
950,2024-01-11,91570,197,DN1,North,Google Ads,FlashSaleWeekend,New,0,
951,2024-07-03,81246,67,HCM2,Central,Facebook Ads,11.11,Converted,1,2597.0
952,2024-01-22,29259,108,DN1,Central,Website SEO,NewProductLaunch,Calling,0,
953,2024-09-12,45959,111,HCM1,North,Website SEO,FlashSaleWeekend,Calling,0,
954,2024-08-01,43457,148,CT1,North,Tiktok Ads,BackToSchool,Converted,1,2848.0
955,2024-03-09,95679,83,HCM2,Central,Email Marketing,Tet2024,Converted,1,534.0
956,2024-04-18,12103,124,CT1,South,Facebook Ads,12.12,Cancelled,0,
957,2024-10-09,75901,139,CT1,North,Google Ads,11.11,Calling,0,
958,2024-01-08,54535,104,DN1,North,Google Ads,Tet2024,Cancelled,0,
959,2024-05-07,26103,67,HCM2,South,Zalo OA,BackToSchool,NoAnswer,0,
960,2023-12-27,88278,7,HCM2,Central,Email Marketing,11.11,Converted,1,1684.0
961,2024-07-13,22391,151,CT1,North,Google Ads,Tet2024,Cancelled,0,
962,2024-01-08,38901,189,HCM2,Central,Website SEO,NewProductLaunch,Cancelled,0,
963,2024-02-20,91159,199,HCM2,Central,Google Ads,FlashSaleWeekend,Converted,1,237.0
964,2024-02-19,77914,110,DN1,Central,Website SEO,BackToSchool,Cancelled,0,
965,2024-08-03,60357,34,HN1,South,Website SEO,NewProductLaunch,Converted,1,2802.0
966,2024-04-01,96908,106,HCM1,Central,Facebook Ads,NewProductLaunch,Converted,1,575.0
967,2024-05-08,48437,147,HN1,Central,Google Ads,BackToSchool,Calling,0,
968,2024-04-03,45503,58,HCM2,North,Facebook Ads,11.11,Converted,1,771.0
969,2024-07-29,85403,9,CT1,North,Email Marketing,12.12,NoAnswer,0,
970,2024-04-03,51258,48,HCM1,South,Website SEO,SummerSale,New,0,
971,2024-01-17,43724,115,HCM1,South,Email Marketing,SummerSale,NoAnswer,0,
972,2024-04-03,74286,41,CT1,North,Google Ads,12.12,Calling,0,
973,2024-09-03,84842,48,HCM1,North,Email Marketing,BackToSchool,NoAnswer,0,
974,2024-12-17,24908,173,CT1,South,Email Marketing,SummerSale,NoAnswer,0,
975,2024-08-06,60626,25,HCM1,Central,Google Ads,12.12,Converted,1,1423.0
976,2024-03-06,47228,116,HN1,South,Facebook Ads,Tet2024,Converted,1,1541.0
977,2024-01-25,33386,78,HCM1,Central,Facebook Ads,12.12,Converted,1,2006.0
978,2024-03-24,56754,108,DN1,North,Website SEO,11.11,Cancelled,0,
979,2023-12-20,38302,25,CT1,North,Website SEO,FlashSaleWeekend,Cancelled,0,
980,2024-06-11,70815,147,HCM1,North,Google Ads,12.12,Calling,0,
981,2024-09-21,94748,39,CT1,Central,Google Ads,NewProductLaunch,Cancelled,0,
982,2024-10-29,73344,119,DN1,South,Tiktok Ads,NewProductLaunch,Calling,0,
983,2024-07-27,45618,79,HCM1,Central,Tiktok Ads,FlashSaleWeekend,Converted,1,2499.0
984,2024-10-24,86234,80,HCM1,South,Zalo OA,BackToSchool,New,0,
985,2024-12-13,71114,27,DN1,South,Website SEO,NewProductLaunch,NoAnswer,0,
986,2024-07-30,80130,104,DN1,South,Email Marketing,Tet2024,New,0,
987,2024-12-25,35525,74,DN1,North,Zalo OA,12.12,New,0,
988,2024-09-28,89818,191,CT1,South,Zalo OA,FlashSaleWeekend,NoAnswer,0,
989,2024-05-12,24334,68,DN1,North,Facebook Ads,Tet2024,Cancelled,0,
990,2024-09-16,72767,147,CT1,South,Email Marketing,BackToSchool,Converted,1,1174.0
991,2024-06-29,16644,28,HN1,South,Facebook Ads,NewProductLaunch,New,0,
992,2024-02-22,42933,123,HCM1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,499.0
993,2024-04-04,53469,161,HCM1,North,Zalo OA,SummerSale,NoAnswer,0,
994,2023-12-18,43687,138,HCM2,Central,Tiktok Ads,12.12,New,0,
995,2024-11-28,62656,83,HN1,South,Email Marketing,SummerSale,Converted,1,2747.0
996,2024-11-09,27375,30,DN1,North,Email Marketing,11.11,New,0,
997,2024-10-27,75206,22,DN1,Central,Website SEO,BackToSchool,NoAnswer,0,
998,2024-11-28,46607,3,HN1,Central,Google Ads,11.11,Converted,1,628.0
999,2024-03-18,93178,101,DN1,North,Facebook Ads,SummerSale,Cancelled,0,
1000,2024-05-14,33993,105,HCM2,South,Website SEO,SummerSale,Calling,0,
1001,2024-10-20,54386,176,CT1,Central,Website SEO,SummerSale,Converted,1,192.0
1002,2024-04-29,56287,2,HCM1,South,Facebook Ads,11.11,Converted,1,1769.0
1003,2024-08-17,96724,54,HN1,South,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
1004,2024-08-13,86312,6,HCM1,Central,Email Marketing,BackToSchool,Calling,0,
1005,2024-01-14,85324,107,CT1,North,Email Marketing,12.12,Converted,1,1071.0
1006,2024-01-23,81196,168,HN1,South,Zalo OA,FlashSaleWeekend,NoAnswer,0,
1007,2024-07-30,80014,123,CT1,North,Tiktok Ads,12.12,NoAnswer,0,
1008,2024-01-19,18210,2,DN1,Central,Email Marketing,Tet2024,Calling,0,
1009,2024-07-24,20922,111,DN1,South,Website SEO,Tet2024,Converted,1,1140.0
1010,2023-12-20,46289,2,DN1,North,Zalo OA,SummerSale,Calling,0,
1011,2024-10-31,43340,93,CT1,North,Zalo OA,BackToSchool,Converted,1,2414.0
1012,2024-07-21,49850,183,CT1,South,Website SEO,BackToSchool,Cancelled,0,
1013,2024-02-27,66984,101,CT1,North,Email Marketing,NewProductLaunch,NoAnswer,0,
1014,2023-12-18,94178,188,HCM1,North,Website SEO,NewProductLaunch,Converted,1,445.0
1015,2024-11-13,21094,97,CT1,Central,Google Ads,FlashSaleWeekend,Converted,1,777.0
1016,2024-04-26,97959,111,DN1,Central,Email Marketing,11.11,NoAnswer,0,
1017,2024-04-10,43418,6,HCM2,North,Tiktok Ads,NewProductLaunch,NoAnswer,0,
1018,2024-12-17,15741,127,CT1,North,Website SEO,FlashSaleWeekend,Converted,1,433.0
1019,2024-03-17,82374,104,HCM2,South,Email Marketing,12.12,Converted,1,473.0
1020,2024-02-14,78798,147,DN1,Central,Facebook Ads,12.12,Cancelled,0,
1021,2024-06-25,80532,155,CT1,South,Google Ads,FlashSaleWeekend,Calling,0,
1022,2024-11-13,32164,1,HCM1,North,Tiktok Ads,11.11,Converted,1,1106.0
1023,2024-07-04,45595,33,HCM1,South,Email Marketing,Tet2024,Converted,1,2311.0
1024,2024-01-09,40257,40,HCM2,North,Facebook Ads,SummerSale,Converted,1,1891.0
1025,2024-06-04,24211,32,HCM1,Central,Email Marketing,BackToSchool,NoAnswer,0,
1026,2024-10-09,15232,197,HCM1,Central,Facebook Ads,Tet2024,Calling,0,
1027,2024-04-25,77753,17,HCM1,North,Tiktok Ads,FlashSaleWeekend,Converted,1,480.0
1028,2024-11-04,62691,126,DN1,Central,Google Ads,12.12,Cancelled,0,
1029,2024-04-10,99765,8,HCM1,North,Facebook Ads,Tet2024,New,0,
1030,2024-11-02,89768,57,HN1,South,Zalo OA,11.11,Calling,0,
1031,2024-09-14,35613,42,CT1,North,Tiktok Ads,SummerSale,Cancelled,0,
1032,2024-07-13,24026,98,HCM1,South,Tiktok Ads,12.12,New,0,
1033,2024-07-26,63535,137,HCM1,North,Website SEO,11.11,Converted,1,2474.0
1034,2024-01-03,40908,120,HCM1,Central,Google Ads,FlashSaleWeekend,Converted,1,1051.0
1035,2024-04-05,62113,87,HN1,North,Zalo OA,Tet2024,NoAnswer,0,
1036,2024-05-02,29610,163,HCM1,North,Zalo OA,BackToSchool,NoAnswer,0,
1037,2024-01-30,56646,199,HCM1,North,Website SEO,NewProductLaunch,Calling,0,
1038,2023-12-15,73185,181,CT1,Central,Facebook Ads,11.11,Converted,1,1653.0
1039,2024-03-13,82567,54,HN1,North,Facebook Ads,12.12,New,0,
1040,2024-05-04,57574,84,HN1,Central,Zalo OA,Tet2024,Converted,1,8.0
1041,2024-10-29,46182,25,HCM1,North,Google Ads,NewProductLaunch,Cancelled,0,
1042,2024-01-21,10570,67,HN1,South,Facebook Ads,NewProductLaunch,NoAnswer,0,
1043,2024-10-02,29288,190,HCM2,North,Tiktok Ads,Tet2024,Converted,1,1223.0
1044,2024-12-30,88824,183,HN1,South,Email Marketing,SummerSale,NoAnswer,0,
1045,2024-05-01,39877,174,HN1,Central,Website SEO,Tet2024,New,0,
1046,2024-12-04,94425,152,HN1,Central,Google Ads,12.12,Cancelled,0,
1047,2024-11-11,10917,46,DN1,North,Facebook Ads,FlashSaleWeekend,NoAnswer,0,
1048,2024-08-29,85602,22,DN1,Central,Email Marketing,BackToSchool,NoAnswer,0,
1049,2024-05-23,74575,139,DN1,North,Zalo OA,12.12,Calling,0,
1050,2024-06-09,82518,176,HN1,Central,Website SEO,FlashSaleWeekend,Converted,1,815.0
1051,2023-12-24,49104,8,HCM2,South,Facebook Ads,NewProductLaunch,Converted,1,1818.0
1052,2024-08-31,28062,39,HN1,Central,Zalo OA,BackToSchool,Converted,1,358.0
1053,2024-04-30,26999,163,HCM1,South,Facebook Ads,11.11,Cancelled,0,
1054,2024-06-03,71845,49,HCM2,North,Website SEO,NewProductLaunch,Converted,1,702.0
1055,2023-12-27,19941,46,DN1,North,Tiktok Ads,SummerSale,NoAnswer,0,
1056,2024-05-30,71169,38,CT1,North,Tiktok Ads,Tet2024,New,0,
1057,2024-04-22,33470,136,HCM2,South,Email Marketing,11.11,NoAnswer,0,
1058,2024-03-07,69821,54,DN1,North,Zalo OA,12.12,Converted,1,782.0
1059,2024-10-30,96669,165,HCM2,North,Tiktok Ads,BackToSchool,Cancelled,0,
1060,2024-10-28,54435,92,HCM2,South,Website SEO,11.11,Converted,1,185.0
1061,2024-03-24,14529,40,HN1,Central,Zalo OA,SummerSale,Calling,0,
1062,2024-11-07,93055,34,HCM1,North,Facebook Ads,Tet2024,NoAnswer,0,
1063,2024-09-12,22192,96,CT1,Central,Google Ads,11.11,New,0,
1064,2024-09-04,84102,79,DN1,Central,Facebook Ads,12.12,Converted,1,2042.0
1065,2024-01-21,82762,127,HCM2,North,Website SEO,BackToSchool,NoAnswer,0,
