ApplicationID,LeadID,CustomerID,ProductID,Branch,Region,ApplicationDate,ApplicationStatus,RequestedAmount
597,597,56732,21,DN1,South,2024-08-24,Rejected,375826046
599,599,49081,19,DN1,North,2024-07-27,Processing,377580108
600,600,72856,25,HCM1,South,2024-05-09,Approved,328992664
601,601,98858,22,CT1,North,2024-06-02,Processing,211039681
602,602,29065,31,HCM2,Central,2024-01-17,Approved,440653921
603,603,93460,17,CT1,South,2024-05-05,Approved,265514023
605,605,64693,32,DN1,North,2024-08-09,Approved,480511017
606,606,36962,10,CT1,South,2024-04-19,Approved,444260276
608,608,23807,36,DN1,North,2024-07-16,Approved,31524396
609,609,52348,8,HCM2,Central,2024-07-08,Processing,154074715
610,610,36432,20,HN1,Central,2024-04-11,Processing,318236222
612,612,67854,14,DN1,North,2024-03-18,Approved,355948124
613,613,50262,28,HN1,South,2024-12-07,Approved,309326462
614,614,47080,46,DN1,Central,2024-07-12,Approved,154767085
616,616,45909,15,HN1,North,2024-08-05,Approved,462473117
617,617,99339,22,HCM2,South,2024-11-14,Processing,27233146
618,618,29870,30,HCM1,North,2024-11-16,Approved,189948832
619,619,44578,4,HCM1,Central,2024-05-25,Processing,30690620
622,622,35289,8,CT1,Central,2024-11-21,Rejected,270619601
623,623,65129,18,HCM1,North,2024-01-19,Processing,328992328
624,624,25485,12,HN1,South,2024-08-04,Rejected,369293997
626,626,96188,14,DN1,South,2024-07-01,Processing,42758332
627,627,14748,34,HCM1,North,2024-09-26,Processing,439680291
628,628,96769,18,HCM2,Central,2024-12-25,Approved,294725234
629,629,19435,34,HN1,North,2024-04-09,Approved,432834018
631,631,40355,41,CT1,North,2024-01-30,Processing,169433435
633,633,67799,49,HN1,North,2024-05-27,Approved,57847031
634,634,23116,15,HCM2,Central,2024-04-24,Processing,380874908
635,635,35470,31,HCM1,North,2024-08-20,Approved,111469000
636,636,52344,49,HN1,South,2024-06-27,Approved,486827020
637,637,52918,29,HCM2,North,2024-03-15,Processing,471430540
638,638,62224,26,HCM1,South,2024-07-28,Processing,126142114
639,639,49298,18,CT1,Central,2024-08-07,Approved,244568499
640,640,90219,32,HN1,Central,2024-03-20,Approved,415668250
642,642,76040,38,HCM2,Central,2024-02-11,Processing,430020830
643,643,38016,17,DN1,North,2024-10-03,Processing,492287935
647,647,77641,41,DN1,South,2024-06-07,Approved,419918137
648,648,46395,6,HCM1,North,2024-01-10,Processing,279772602
651,651,30559,29,HCM1,South,2024-01-07,Approved,140799478
652,652,71642,28,HCM2,North,2024-08-03,Approved,407299660
653,653,86539,11,DN1,North,2024-05-13,Processing,21752787
654,654,31732,1,CT1,South,2024-10-14,Processing,289082533
655,655,40354,43,HCM1,Central,2024-05-09,Approved,108343323
658,658,27640,27,DN1,Central,2024-06-02,Processing,342057320
660,660,48413,44,DN1,North,2024-01-29,Processing,109591398
661,661,62638,4,CT1,South,2024-04-28,Approved,481174713
662,662,62736,36,HN1,South,2024-10-12,Approved,466768041
663,663,78866,18,HCM1,North,2024-03-16,Processing,73935305
664,664,29087,15,HCM1,Central,2024-06-15,Approved,330892772
667,667,17114,49,DN1,North,2024-04-03,Approved,214386880
668,668,88859,6,CT1,North,2024-06-28,Approved,224921537
670,670,21023,12,CT1,North,2024-02-25,Processing,383517248
671,671,31447,37,HCM1,South,2024-07-03,Approved,373552247
672,672,33959,17,DN1,South,2024-12-27,Approved,146796513
673,673,76203,23,DN1,South,2024-08-10,Approved,122988494
674,674,39703,26,HCM1,Central,2024-11-12,Processing,49450874
676,676,56427,33,HCM1,South,2024-06-28,Processing,43347416
678,678,94665,25,HN1,South,2024-04-24,Approved,137143603
679,679,41921,10,DN1,South,2024-08-12,Processing,175615651
680,680,43307,47,HCM1,South,2024-08-04,Processing,91941859
681,681,37355,23,HCM1,North,2024-02-28,Rejected,401050205
682,682,14835,21,DN1,South,2024-11-25,Processing,432543490
683,683,30159,21,HCM2,South,2024-04-21,Processing,266350132
684,684,57605,43,HCM1,Central,2024-06-09,Approved,47595459
685,685,48088,13,DN1,Central,2024-07-10,Approved,160342701
686,686,88752,37,HCM1,Central,2024-07-19,Approved,100590532
688,688,67043,24,HN1,North,2024-07-18,Approved,368888995
689,689,45547,44,HCM2,Central,2024-02-05,Rejected,24843338
692,692,44349,4,HCM2,North,2024-04-13,Approved,63787223
694,694,15713,25,HCM1,Central,2024-10-11,Rejected,248912834
695,695,66178,30,DN1,North,2024-01-02,Processing,261322223
696,696,59407,9,HCM2,North,2024-08-09,Processing,53789510
698,698,60990,20,HCM2,North,2024-06-20,Approved,159015626
699,699,85672,19,CT1,North,2024-03-30,Processing,379025906
700,700,75545,19,DN1,North,2024-02-13,Approved,275959601
701,701,94791,12,HCM1,South,2024-05-02,Approved,35225623
702,702,68141,37,HN1,Central,2024-11-26,Rejected,111186554
703,703,33793,42,HCM2,Central,2024-10-25,Approved,238696210
704,704,66570,17,DN1,North,2024-06-28,Approved,453838087
705,705,47892,37,HCM2,North,2024-03-06,Processing,94421316
706,706,11015,48,DN1,South,2024-06-16,Approved,51361920
707,707,71813,39,CT1,South,2024-07-05,Approved,109875002
708,708,37712,28,HCM2,North,2024-07-29,Processing,424952350
710,710,72292,35,HN1,South,2024-02-20,Approved,143861696
711,711,33833,47,CT1,North,2024-08-11,Processing,113882771
712,712,14158,48,DN1,North,2024-01-04,Approved,334197623
713,713,72680,18,HN1,North,2024-06-24,Processing,371187161
715,715,16970,35,HCM2,Central,2024-04-29,Approved,416522259
717,717,96704,41,HCM1,North,2024-09-13,Processing,115209652
718,718,56540,7,HCM1,South,2024-11-13,Approved,159350706
719,719,30384,41,HCM2,North,2024-04-04,Processing,329865247
720,720,28017,13,DN1,Central,2024-09-29,Rejected,483781819
721,721,85880,18,HCM1,South,2024-01-28,Approved,364739629
722,722,18702,37,CT1,Central,2024-04-27,Rejected,68201593
725,725,50943,31,DN1,Central,2024-02-20,Approved,83086936
726,726,57926,2,CT1,Central,2024-07-26,Approved,46326702
727,727,39189,16,HCM1,South,2024-12-04,Approved,102758767
728,728,22763,9,HCM1,Central,2024-03-21,Approved,239647581
729,729,28384,9,HN1,South,2024-03-10,Processing,218540475
730,730,70100,38,HCM2,North,2024-01-30,Processing,234102231
731,731,19860,11,DN1,North,2024-09-30,Processing,393033788
734,734,33574,36,DN1,North,2024-09-05,Approved,235022610
738,738,14809,45,HCM1,Central,2024-02-19,Approved,280693714
739,739,42201,34,HCM1,South,2024-12-28,Approved,180513365
740,740,63330,9,HN1,South,2024-12-20,Approved,75612246
741,741,23456,24,HCM1,Central,2024-12-21,Approved,295734932
742,742,66397,8,HCM2,South,2024-07-09,Processing,205206638
743,743,48765,7,DN1,Central,2024-09-12,Approved,251538860
746,746,63932,3,CT1,South,2024-09-29,Approved,338895903
747,747,27100,28,DN1,Central,2024-01-01,Rejected,469061981
748,748,67091,6,CT1,South,2024-02-06,Processing,170128293
749,749,31949,44,HCM2,North,2024-03-20,Processing,304629050
750,750,80080,44,CT1,North,2024-08-26,Approved,160341096
754,754,17239,1,HCM1,South,2024-03-23,Processing,181416085
755,755,24489,36,HCM1,North,2024-07-12,Approved,47433363
756,756,68017,21,DN1,South,2024-09-13,Processing,131409497
758,758,53125,35,HCM1,South,2024-01-14,Approved,23093609
759,759,59922,13,CT1,South,2024-12-14,Approved,135733299
762,762,52944,44,CT1,South,2024-12-22,Processing,185088142
763,763,83963,47,HN1,South,2024-03-30,Rejected,328177960
764,764,34285,10,DN1,South,2024-02-25,Approved,76186107
765,765,47626,46,HCM2,South,2024-04-06,Approved,312808521
766,766,52808,13,HCM2,South,2024-04-02,Approved,165423739
767,767,98464,37,HCM1,South,2024-12-06,Rejected,325766706
768,768,63871,38,HN1,Central,2024-03-25,Approved,122049595
769,769,29198,24,HCM2,Central,2024-09-05,Processing,242181526
771,771,25254,22,CT1,South,2024-10-18,Approved,373615864
772,772,54238,17,HCM1,North,2024-10-02,Processing,325431358
774,774,49764,14,HCM2,Central,2024-05-03,Approved,347285502
775,775,87709,10,HN1,South,2024-05-11,Processing,430788264
776,776,47441,35,HCM1,Central,2024-04-24,Approved,59269128
777,777,63682,25,HCM2,Central,2024-09-30,Approved,270421245
778,778,69494,3,HCM1,North,2024-12-01,Processing,443375472
779,779,91317,47,HCM2,North,2024-05-10,Approved,341508359
780,780,75215,38,CT1,Central,2024-05-14,Processing,362096146
781,781,88587,17,HN1,Central,2024-03-26,Processing,360715891
782,782,16949,12,CT1,Central,2024-12-16,Approved,307424603
783,783,65393,24,HCM2,South,2024-03-24,Approved,276009050
784,784,83553,29,DN1,North,2024-11-23,Rejected,457124907
785,785,16941,43,CT1,South,2024-03-10,Processing,177274025
786,786,35934,25,DN1,North,2024-05-30,Approved,392286251
788,788,71886,26,HN1,North,2024-11-03,Approved,230257625
789,789,85745,38,DN1,Central,2024-04-15,Processing,166987522
790,790,93251,1,HCM2,North,2024-06-16,Rejected,388966852
793,793,52318,16,HCM2,South,2024-07-05,Processing,268000177
794,794,80173,47,CT1,North,2024-11-20,Approved,124418811
795,795,80390,17,HCM1,North,2024-09-21,Approved,109851187
796,796,62329,40,HCM2,Central,2024-12-30,Approved,104525011
797,797,53088,28,DN1,South,2024-04-09,Processing,284038364
798,798,49811,12,HCM1,North,2024-12-10,Processing,406174572
800,800,95392,42,CT1,South,2024-08-04,Approved,277255762
802,802,29963,30,HCM1,Central,2024-06-11,Approved,95962904
803,803,65123,41,HN1,South,2024-06-05,Approved,312928972
804,804,83477,34,DN1,Central,2024-09-10,Approved,417074638
805,805,24388,37,CT1,South,2025-01-03,Approved,114686718
806,806,15569,6,HCM2,South,2024-04-09,Approved,427158167
807,807,79836,7,HCM1,South,2024-01-18,Rejected,482729337
809,809,22015,32,HCM2,South,2024-04-09,Approved,285234123
811,811,16254,33,DN1,South,2024-08-07,Processing,123496568
814,814,90719,16,HN1,North,2024-05-08,Processing,39410744
815,815,81774,16,HCM1,South,2024-03-25,Processing,84891848
816,816,16090,43,HCM2,South,2024-10-11,Approved,453694676
818,818,32415,13,DN1,North,2024-02-28,Approved,299322235
820,820,68243,36,DN1,North,2024-06-10,Approved,346247992
821,821,51240,47,HN1,South,2024-10-12,Approved,337832106
822,822,93807,9,HCM2,South,2024-04-19,Approved,258813071
823,823,43434,32,CT1,North,2024-04-14,Rejected,319018195
824,824,79724,11,CT1,North,2024-08-16,Processing,134420583
825,825,85697,8,HCM1,Central,2024-07-10,Rejected,486575468
826,826,38732,33,HCM1,North,2024-03-13,Processing,75155803
827,827,21314,23,CT1,South,2024-11-16,Processing,429152421
828,828,33954,25,HCM1,South,2024-10-17,Approved,331916236
830,830,97044,45,HN1,Central,2024-12-27,Approved,23055589
831,831,97505,22,HN1,North,2024-02-26,Approved,210384575
832,832,46668,4,DN1,South,2024-04-23,Processing,76235592
835,835,49749,29,HCM1,South,2024-07-02,Approved,441535388
836,836,26907,41,DN1,Central,2024-04-25,Approved,30110619
838,838,61745,34,HCM1,South,2024-06-22,Processing,68549777
839,839,91818,34,HCM1,Central,2024-10-25,Approved,349699563
840,840,33624,28,HCM2,South,2024-07-09,Approved,61731770
843,843,32574,23,HCM1,South,2024-07-03,Approved,415042578
846,846,20478,4,HCM1,South,2024-12-21,Approved,412352044
847,847,65645,26,DN1,North,2024-11-09,Approved,442114290
848,848,29262,40,CT1,North,2024-07-16,Processing,29515822
852,852,89104,20,CT1,Central,2024-05-28,Approved,242570324
853,853,69399,11,DN1,South,2024-04-16,Processing,292829216
854,854,89714,15,HCM2,South,2024-09-19,Rejected,28661079
855,855,60428,32,DN1,South,2024-10-22,Approved,431703684
856,856,97731,28,HCM2,Central,2024-03-13,Processing,388937827
858,858,92558,41,HCM1,Central,2024-03-10,Approved,65030333
859,859,10055,17,HCM2,Central,2024-11-01,Approved,230389843
860,860,18717,26,HN1,South,2024-02-24,Approved,207545057
862,862,83686,7,DN1,South,2024-10-11,Approved,162170320
863,863,77661,42,HCM2,North,2024-11-29,Approved,302302282
864,864,54247,26,DN1,North,2024-01-09,Approved,219791797
866,866,14621,10,HN1,North,2024-11-27,Approved,241122606
867,867,25034,45,HCM2,South,2024-10-24,Approved,119154856
868,868,15126,19,HCM2,North,2024-07-04,Processing,349824895
869,869,15122,11,CT1,North,2024-06-28,Processing,398260131
871,871,92838,8,HCM1,North,2024-05-09,Processing,347828653
872,872,94717,40,DN1,South,2024-01-21,Processing,167025777
873,873,65658,4,HN1,South,2024-11-25,Approved,416766334
874,874,48638,47,CT1,Central,2024-03-08,Processing,43478035
875,875,77067,31,HCM2,Central,2024-06-30,Processing,130313779
876,876,98869,28,HCM1,Central,2024-08-31,Approved,375374572
878,878,45854,43,HCM2,North,2024-03-24,Processing,414653760
879,879,56271,1,HCM2,South,2024-11-15,Rejected,254355020
880,880,83688,49,DN1,Central,2024-07-07,Approved,441632331
881,881,48518,47,DN1,South,2024-11-11,Approved,358751591
882,882,20267,38,CT1,Central,2024-04-08,Approved,133538243
884,884,60448,47,HCM2,Central,2024-10-13,Approved,171239755
886,886,66793,41,CT1,Central,2024-08-03,Rejected,302901468
887,887,57915,46,CT1,Central,2024-05-05,Processing,122536043
888,888,14632,26,HCM2,North,2024-02-11,Approved,253705907
889,889,13596,49,HN1,Central,2024-04-10,Rejected,28369167
890,890,16168,5,HCM2,North,2024-02-02,Rejected,206065071
892,892,83794,41,HN1,South,2024-04-25,Processing,272351638
893,893,92152,11,HCM2,North,2024-09-04,Approved,223975425
894,894,36734,33,HCM1,North,2024-05-03,Rejected,188384837
896,896,36069,27,DN1,Central,2024-10-23,Approved,492334173
897,897,89905,34,HCM2,South,2024-07-26,Approved,358648254
898,898,22910,15,HN1,Central,2024-04-20,Processing,282308342
899,899,83479,32,HCM2,North,2024-10-07,Approved,255087985
900,900,87735,21,CT1,North,2024-02-25,Approved,451836059
901,901,91264,46,HN1,South,2024-02-26,Processing,330359553
902,902,33275,5,DN1,South,2024-10-19,Processing,86843553
903,903,82274,6,DN1,North,2024-04-27,Approved,61787344
904,904,91449,38,DN1,North,2024-11-03,Rejected,410324952
905,905,70004,22,HCM1,Central,2024-12-10,Processing,419118858
906,906,72981,18,HN1,North,2024-07-17,Approved,277803032
907,907,94659,14,HN1,Central,2024-11-19,Approved,338644148
908,908,64553,10,HCM1,South,2024-06-29,Rejected,439565246
910,910,44529,13,HCM1,North,2024-10-03,Approved,313539302
911,911,85703,31,HCM2,Central,2024-01-18,Processing,404689469
912,912,86090,30,CT1,Central,2024-03-05,Processing,59885049
914,914,13812,30,HCM1,Central,2024-06-19,Processing,30750118
915,915,38024,6,HCM1,North,2024-01-30,Approved,367948946
916,916,68656,29,HCM1,Central,2024-12-03,Processing,402579201
917,917,37285,8,HCM2,Central,2024-03-06,Rejected,415159210
919,919,81158,45,CT1,North,2024-03-15,Processing,72140574
920,920,82303,43,CT1,Central,2024-07-14,Approved,448280250
921,921,37139,44,DN1,North,2024-06-22,Rejected,397556391
923,923,66138,17,CT1,South,2024-07-09,Approved,225341631
925,925,23918,11,HN1,South,2024-06-29,Processing,52895857
926,926,95655,13,HN1,North,2024-11-25,Rejected,125809802
927,927,37446,11,HCM1,North,2024-04-20,Rejected,469271897
929,929,34818,28,HN1,Central,2024-06-14,Approved,407294988
930,930,14324,44,DN1,North,2024-10-31,Approved,254973404
931,931,86323,6,DN1,North,2024-07-25,Processing,353621103
932,932,19111,41,HCM1,North,2024-03-20,Approved,65172119
933,933,48110,16,HN1,North,2024-01-17,Approved,459958397
934,934,26389,4,DN1,South,2024-11-25,Approved,424188270
935,935,51427,35,HCM1,Central,2024-04-07,Processing,102671025
936,936,89579,48,HN1,South,2024-05-26,Approved,497192038
938,938,97886,12,HN1,Central,2024-01-14,Approved,422535052
939,939,10117,11,HN1,South,2024-05-07,Approved,353254610
941,941,23234,25,CT1,South,2024-05-23,Rejected,485103901
942,942,63441,18,HCM2,Central,2024-11-23,Approved,38860282
943,943,10846,19,HCM2,Central,2024-06-02,Approved,149490415
944,944,20954,23,HN1,North,2024-10-17,Processing,497977269
946,946,56514,18,HCM2,Central,2024-12-08,Approved,135125502
948,948,16469,6,HCM1,North,2024-08-27,Approved,262640118
950,950,52101,44,DN1,Central,2024-07-20,Processing,110319973
951,951,74323,29,HN1,North,2024-08-02,Processing,364811812
952,952,68067,34,HCM1,Central,2024-02-15,Processing,448998040
953,953,59376,17,CT1,Central,2024-04-07,Rejected,308277496
954,954,55587,43,HCM1,North,2024-10-09,Processing,185422765
956,956,77584,16,HCM2,South,2024-12-02,Processing,491440310
957,957,88477,2,CT1,South,2024-02-15,Approved,221285201
959,959,11828,8,HCM2,South,2024-10-08,Approved,320876606
960,960,11917,13,DN1,Central,2024-04-07,Approved,104323946
961,961,30618,42,HN1,North,2024-02-07,Rejected,317201260
962,962,42254,8,HN1,North,2024-04-21,Approved,115341709
963,963,57362,30,CT1,South,2024-02-27,Approved,22854414
964,964,30128,32,HCM1,Central,2024-07-11,Approved,424169164
967,967,92180,30,CT1,Central,2024-03-12,Processing,274528489
968,968,97958,1,HCM1,Central,2024-11-12,Approved,92686723
969,969,19865,43,DN1,North,2024-05-12,Approved,181757058
970,970,12219,39,HCM1,Central,2024-02-24,Approved,496460460
972,972,15287,20,HCM2,Central,2024-12-05,Approved,172157331
973,973,44387,24,HN1,South,2024-03-30,Processing,254662002
975,975,11342,29,CT1,South,2024-05-01,Processing,321003017
977,977,29216,44,DN1,Central,2024-12-01,Approved,449070979
978,978,89767,9,HN1,South,2024-06-06,Processing,27096147
979,979,36614,37,DN1,South,2024-02-05,Processing,388723030
980,980,46258,10,HCM1,Central,2024-03-20,Approved,165350019
981,981,52078,36,CT1,Central,2024-03-07,Approved,200863496
982,982,93524,37,DN1,North,2024-12-11,Approved,69757800
983,983,22219,28,HN1,South,2024-02-06,Processing,321183919
984,984,10235,28,CT1,Central,2024-04-09,Approved,154478565
985,985,52929,42,CT1,South,2024-06-19,Approved,232725788
987,987,18567,21,DN1,South,2024-05-31,Approved,162093308
988,988,80792,24,HCM2,North,2024-03-14,Processing,117642584
990,990,94555,40,CT1,Central,2024-11-13,Approved,493703202
991,991,83698,2,HCM2,South,2024-02-02,Approved,178280481
993,993,46159,48,HCM1,North,2024-03-26,Approved,322524845
994,994,53925,27,CT1,South,2024-02-16,Approved,386527340
995,995,15951,22,HCM1,North,2024-04-14,Approved,278502027
996,996,97388,37,HCM2,North,2024-01-01,Processing,47496367
997,997,18007,27,DN1,Central,2024-03-03,Approved,224028878
998,998,51832,29,CT1,Central,2024-09-28,Processing,275324865
999,999,68596,3,HCM2,North,2024-06-30,Approved,350142854
1002,1002,96740,45,CT1,North,2024-04-12,Rejected,82060889
1003,1003,25524,10,DN1,South,2024-01-13,Processing,215407614
1004,1004,29282,36,CT1,North,2024-03-12,Processing,232358083
1006,1006,10077,27,HCM2,Central,2024-08-14,Approved,416122299
1008,1008,26984,1,HN1,Central,2024-08-15,Approved,351903100
1011,1011,94056,29,HCM2,North,2024-04-08,Processing,99930353
1012,1012,53303,7,DN1,South,2024-03-16,Processing,484651452
1013,1013,69207,49,HN1,South,2024-04-25,Processing,226345507
1014,1014,85046,3,DN1,South,2024-07-12,Processing,371202046
1015,1015,39287,20,HCM2,South,2024-06-21,Approved,91574361
1016,1016,49711,20,HN1,Central,2024-11-05,Approved,62164636
1018,1018,83340,35,HCM1,South,2024-02-29,Processing,307001877
1019,1019,82101,35,HCM2,South,2024-07-26,Approved,23923790
1020,1020,81520,49,HCM2,South,2024-02-11,Processing,350061077
1022,1022,28574,27,DN1,South,2024-01-19,Rejected,480432935
1023,1023,19184,26,HCM1,South,2024-03-04,Approved,184687973
1024,1024,29096,14,HCM2,South,2024-06-03,Approved,465323604
1027,1027,21246,45,HCM1,North,2024-11-15,Approved,323241502
1029,1029,28381,20,DN1,North,2024-05-12,Approved,299497094
1030,1030,46455,27,DN1,South,2024-05-08,Approved,370056940
1031,1031,14018,18,HCM1,South,2024-10-22,Processing,160395330
1032,1032,21302,4,HN1,Central,2024-04-24,Approved,461891679
1033,1033,77506,1,DN1,Central,2024-07-17,Approved,457591107
1034,1034,51157,1,HCM1,North,2024-01-17,Rejected,337024437
1037,1037,34519,20,HCM1,Central,2024-08-05,Processing,39505691
1039,1039,66819,10,DN1,North,2024-07-23,Approved,197238728
1041,1041,81324,41,HCM2,South,2024-01-25,Processing,35362501
1042,1042,15408,41,DN1,South,2024-04-14,Processing,79891203
1043,1043,69379,5,HCM2,South,2024-06-24,Approved,21033468
1045,1045,19446,17,HCM1,Central,2024-06-14,Processing,346572007
1046,1046,10922,22,DN1,Central,2024-02-10,Processing,121438380
1047,1047,61356,34,DN1,South,2024-12-10,Approved,111868061
1049,1049,76656,41,HN1,North,2024-05-02,Approved,489013012
1050,1050,54028,29,HN1,South,2024-04-10,Approved,163032628
1051,1051,74484,4,HCM2,Central,2024-05-26,Processing,267881191
1052,1052,42154,5,HCM1,South,2024-08-07,Rejected,171639149
1054,1054,12336,21,CT1,South,2024-11-11,Approved,167290600
1055,1055,77779,35,HN1,South,2024-05-13,Approved,63360379
1056,1056,29029,12,HN1,Central,2024-12-20,Processing,316664179
1057,1057,69201,26,HCM1,North,2024-11-13,Processing,427978287
1059,1059,53872,45,HCM1,South,2024-11-23,Approved,289921927
1061,1061,65180,47,HN1,Central,2024-09-30,Approved,25561183
1062,1062,33710,7,CT1,Central,2024-04-27,Processing,414235661
1063,1063,39486,26,DN1,South,2024-11-01,Approved,154743111
1065,1065,81895,5,HCM2,North,2024-06-18,Approved,224682914
1066,1066,74435,21,HCM1,North,2024-07-21,Processing,490959187
1067,1067,50631,14,HN1,Central,2024-12-09,Rejected,304734458
1071,1071,94291,20,DN1,South,2024-03-18,Rejected,401848321
1073,1073,30609,45,HCM1,Central,2024-10-01,Approved,478738244
1075,1075,49666,8,HCM1,South,2024-08-02,Approved,456291791
1076,1076,85683,41,DN1,Central,2024-04-10,Approved,178255919
1077,1077,81315,48,DN1,Central,2024-02-15,Approved,130307333
1078,1078,87834,19,DN1,North,2024-03-25,Processing,341528058
1081,1081,22999,46,HCM2,South,2024-01-14,Processing,345170763
1082,1082,65318,28,CT1,Central,2024-06-05,Approved,197470357
1083,1083,10814,46,CT1,Central,2024-08-12,Approved,402773901
1084,1084,86077,27,DN1,North,2024-05-12,Approved,448844014
1085,1085,12443,4,CT1,South,2024-12-06,Processing,150780555
1086,1086,85993,15,CT1,South,2024-02-18,Approved,335643969
1087,1087,85916,35,DN1,North,2024-04-20,Processing,246805235
1088,1088,83319,37,DN1,South,2024-04-19,Approved,229071085
1089,1089,27368,1,HCM2,South,2024-09-21,Processing,285773521
1090,1090,25328,3,HN1,South,2024-07-27,Processing,105016861
1091,1091,66942,47,HCM1,South,2024-03-19,Processing,168573838
1092,1092,37306,24,DN1,South,2024-06-06,Rejected,309958244
1093,1093,95451,27,DN1,South,2024-09-29,Approved,112548233
1094,1094,49915,40,CT1,South,2024-09-06,Processing,194116026
1096,1096,90879,34,CT1,Central,2024-12-13,Processing,171567567
1097,1097,74644,29,DN1,North,2024-01-29,Approved,419312378
1099,1099,63028,24,CT1,North,2024-06-02,Rejected,345488225
1100,1100,10126,42,DN1,South,2024-06-06,Approved,341610953
1101,1101,62329,4,HN1,South,2024-06-26,Approved,128247728
1103,1103,75310,34,HCM1,North,2024-12-07,Approved,288324235
1104,1104,65176,49,HCM1,North,2024-06-29,Rejected,88752085
1105,1105,96066,23,HN1,Central,2024-05-13,Processing,466435432
1106,1106,54327,23,DN1,Central,2024-10-24,Approved,44968818
1107,1107,78904,45,CT1,North,2024-10-04,Approved,162440346
1108,1108,13797,5,HCM2,South,2024-10-02,Processing,498161577
1109,1109,57882,31,DN1,South,2024-03-16,Processing,383871048
1110,1110,23718,41,HN1,North,2024-06-28,Processing,34536609
1111,1111,44560,6,HN1,South,2024-07-06,Approved,384369086
1113,1113,32116,10,DN1,Central,2024-05-13,Approved,437666737
1114,1114,46244,40,HCM1,Central,2024-12-31,Approved,222883682
1115,1115,11645,7,HCM2,North,2024-02-19,Approved,105398749
1117,1117,29256,38,HCM2,North,2024-06-06,Approved,287327618
1120,1120,49282,3,HCM1,North,2024-11-07,Approved,299071173
1121,1121,73374,22,CT1,Central,2024-12-23,Processing,489805674
1122,1122,78244,47,HN1,South,2024-04-28,Approved,113083274
1124,1124,66264,28,HCM2,Central,2024-02-19,Processing,110672628
1126,1126,67545,38,HN1,North,2024-12-22,Approved,276463889
1127,1127,49224,36,HCM2,South,2024-07-11,Approved,382263260
1128,1128,23224,47,HN1,Central,2024-11-07,Approved,41990547
1129,1129,50738,41,HCM2,South,2024-11-13,Processing,339426566
1131,1131,73731,13,HCM1,North,2024-02-19,Approved,84739287
1132,1132,59688,23,DN1,North,2024-01-26,Processing,246250810
1133,1133,83509,30,HN1,Central,2024-09-24,Processing,162008888
1134,1134,18577,37,HN1,North,2024-04-30,Approved,29143153
1136,1136,18666,48,HCM1,South,2024-07-18,Approved,209737240
1137,1137,67761,27,HCM1,North,2024-06-06,Approved,61596938
1138,1138,46368,14,CT1,Central,2024-12-13,Processing,137855375
1141,1141,80507,36,HCM1,Central,2024-12-04,Approved,322924351
1142,1142,89026,39,DN1,North,2024-03-14,Approved,131132454
1145,1145,55765,21,CT1,Central,2024-10-27,Approved,384359990
1146,1146,29956,21,HN1,South,2024-06-05,Approved,414648521
1147,1147,97895,8,DN1,Central,2024-04-03,Processing,116020522
1148,1148,56240,49,CT1,Central,2024-12-02,Processing,355002250
1150,1150,14757,31,CT1,Central,2024-06-12,Approved,289953287
1151,1151,29097,42,HN1,Central,2024-01-27,Approved,363445274
1153,1153,26241,32,HN1,Central,2024-10-29,Approved,228614123
1154,1154,37696,34,HCM2,North,2024-08-03,Processing,425508479
1155,1155,80480,9,HN1,Central,2024-03-03,Processing,27769746
1156,1156,56163,17,HN1,North,2024-03-10,Processing,456416435
1157,1157,29816,11,HN1,North,2024-09-13,Approved,418628810
1158,1158,59840,32,DN1,North,2024-01-06,Processing,291642393
1159,1159,62853,10,HN1,South,2024-04-18,Approved,285683580
1160,1160,34917,22,HCM2,Central,2024-10-13,Processing,362196602
1163,1163,72823,48,HCM1,South,2024-08-09,Rejected,229011043
1165,1165,85520,25,CT1,Central,2024-09-25,Approved,443423201
1166,1166,11759,21,CT1,South,2024-03-18,Processing,147346706
1167,1167,51949,37,DN1,South,2024-08-03,Processing,345245764
1168,1168,12482,38,HCM1,Central,2024-04-10,Processing,107623759
1169,1169,34442,49,HCM2,North,2024-08-25,Processing,463854334
1171,1171,68066,25,CT1,Central,2024-05-31,Processing,309551298
1172,1172,12079,36,CT1,North,2024-11-03,Approved,63911511
1173,1173,12717,17,CT1,South,2024-03-06,Approved,404456286
1174,1174,69676,41,DN1,South,2024-08-21,Processing,133551097
1175,1175,37952,24,HCM1,Central,2024-03-31,Processing,21825218
1179,1179,99106,32,HN1,Central,2024-12-04,Approved,39148340
1182,1182,74077,1,CT1,North,2024-05-13,Processing,416395504
1184,1184,58302,23,CT1,North,2024-10-06,Approved,310525274
1187,1187,48000,34,HCM1,Central,2024-07-01,Approved,204297718
1188,1188,36737,41,HN1,North,2024-09-24,Processing,474562652
1189,1189,21485,29,HCM2,Central,2024-10-24,Rejected,381189191
1190,1190,48565,9,CT1,North,2024-11-18,Approved,358389897
1191,1191,35522,13,HCM1,South,2024-04-09,Processing,416353940
1192,1192,75155,6,DN1,South,2024-03-19,Approved,410911214
1194,1194,62487,20,DN1,North,2024-12-04,Approved,46867533
1195,1195,22342,3,CT1,Central,2024-06-12,Processing,344035520
1196,1196,50806,17,CT1,North,2024-02-16,Processing,23854973
1197,1197,58770,49,HN1,North,2024-08-25,Approved,146470725
1198,1198,88623,12,HN1,North,2024-05-17,Approved,225121509
